# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
CADBPJ010000047.1	cds	5849	6127	-	BBJOLO_00467		hypothetical protein	
CADBPJ010000047.1	cds	6128	6799	-	BBJOLO_00468	queH	Epoxyqueuosine reductase QueH	SO:0001217, UniRef:UniRef50_A0A1C7I664
CADBPJ010000047.1	cds	7010	7309	+	BBJOLO_00469		hypothetical protein	
CADBPJ010000047.1	cds	7583	7885	+	BBJOLO_00470		Stress-response A/B barrel domain-containing protein	SO:0001217, UniRef:UniRef50_N2BEG8
CADBPJ010000047.1	cds	8392	8652	-	BBJOLO_00471		hypothetical protein	
CADBPJ010000047.1	cds	10156	10560	-	BBJOLO_00472		hypothetical protein	
CADBPJ010000048.1	cds	394	2367	+	BBJOLO_00473		hypothetical protein	PFAM:PF01055.32
CADBPJ010000048.1	cds	2390	3238	+	BBJOLO_00474		hypothetical protein	PFAM:PF00326.27, PFAM:PF01738.24, PFAM:PF02230.22, PFAM:PF07859.19, PFAM:PF20434.5
CADBPJ010000048.1	cds	3192	3389	-	BBJOLO_00475		hypothetical protein	
CADBPJ010000048.1	cds	3541	4374	-	BBJOLO_00476		hypothetical protein	PFAM:PF00165.29, PFAM:PF10114.15, PFAM:PF12833.13
CADBPJ010000048.1	cds	4491	6179	+	BBJOLO_00477		hypothetical protein	PFAM:PF13450.12
CADBPJ010000048.1	cds	6249	6419	-	BBJOLO_00478		hypothetical protein	
CADBPJ010000049.1	cds	118	1248	-	BBJOLO_00479		hypothetical protein	PFAM:PF00004.35, PFAM:PF00158.32, PFAM:PF01078.27, PFAM:PF05496.18, PFAM:PF07728.20, PFAM:PF13401.12
CADBPJ010000049.1	cds	1283	1981	-	BBJOLO_00480		hypothetical protein	
CADBPJ010000050.1	cds	233	1513	+	BBJOLO_00481		hypothetical protein	PFAM:PF13692.12
CADBPJ010000050.1	cds	1514	2476	+	BBJOLO_00482		hypothetical protein	PFAM:PF00535.33, PFAM:PF13641.12
CADBPJ010000051.1	cds	881	1777	-	BBJOLO_00483		ABC transporter domain-containing protein	SO:0001217, UniRef:UniRef50_R5EFH2
CADBPJ010000051.1	cds	1761	2156	-	BBJOLO_00484	ytrA	HTH-type transcriptional repressor YtrA	SO:0001217, UniRef:UniRef50_A0A1J5NVT7
CADBPJ010000052.1	cds	155	1222	+	BBJOLO_00485		hypothetical protein	PFAM:PF00990.26
CADBPJ010000052.1	cds	1461	2363	-	BBJOLO_00486		hypothetical protein	PFAM:PF00165.29, PFAM:PF12833.13
CADBPJ010000053.1	cds	33	566	+	BBJOLO_00487		hypothetical protein	PFAM:PF00132.30
CADBPJ010000053.1	cds	660	2912	+	BBJOLO_00488		Maltodextrin phosphorylase	SO:0001217, UniRef:UniRef50_P29849
CADBPJ010000054.1	cds	949	2178	+	BBJOLO_00489		hypothetical protein	
CADBPJ010000054.1	cds	2238	6554	+	BBJOLO_00490		R-phenyllactate dehydratase activator	SO:0001217, UniRef:UniRef50_A0A151ARM4
CADBPJ010000054.1	cds	6695	6940	-	BBJOLO_00491		XRE family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A1G8KGK1
CADBPJ010000055.1	cds	33	266	+	BBJOLO_00492		hypothetical protein	
CADBPJ010000055.1	cds	278	2188	+	BBJOLO_00493		hypothetical protein	
CADBPJ010000055.1	cds	2192	2929	+	BBJOLO_00494		hypothetical protein	
CADBPJ010000055.1	cds	2944	4116	+	BBJOLO_00495		hypothetical protein	
CADBPJ010000055.1	cds	4116	4940	+	BBJOLO_00496		hypothetical protein	
CADBPJ010000055.1	cds	4953	5234	+	BBJOLO_00497		hypothetical protein	
CADBPJ010000055.1	cds	5237	5683	+	BBJOLO_00498		Holin	SO:0001217, UniRef:UniRef50_A0A412MBN6
CADBPJ010000055.1	cds	5661	6356	+	BBJOLO_00499		hypothetical protein	PFAM:PF01510.30
CADBPJ010000056.1	cds	36	284	+	BBJOLO_00500		TSCPD domain-containing protein	SO:0001217, UniRef:UniRef50_B0MH81
CADBPJ010000056.1	cds	340	834	+	BBJOLO_00501		hypothetical protein	PFAM:PF10646.14
CADBPJ010000056.1	cds	1009	2292	+	BBJOLO_00502		Methionine gamma-lyase	SO:0001217, UniRef:UniRef50_A0A1V4SH18
CADBPJ010000056.1	cds	2322	3482	+	BBJOLO_00503		hypothetical protein	
CADBPJ010000056.1	cds	3616	4062	+	BBJOLO_00504		hypothetical protein	PFAM:PF02576.22, PFAM:PF17384.8
CADBPJ010000056.1	cds	4078	5118	+	BBJOLO_00505	nusA	Transcription termination/antitermination protein NusA	SO:0001217, UniRef:UniRef50_A0A7X8K5U7
CADBPJ010000056.1	cds	5141	5392	+	BBJOLO_00506		hypothetical protein	
CADBPJ010000056.1	cds	5389	5691	+	BBJOLO_00507		hypothetical protein	PFAM:PF01248.31
CADBPJ010000056.1	cds	5719	8190	+	BBJOLO_00508		Translation initiation factor IF-2	SO:0001217, UniRef:UniRef50_B2TJ55
CADBPJ010000056.1	cds	8429	8761	+	BBJOLO_00509		Ribosome-binding factor A	SO:0001217, UniRef:UniRef50_H2JH36
CADBPJ010000056.1	cds	8834	9778	+	BBJOLO_00510		hypothetical protein	PFAM:PF01368.27, PFAM:PF02272.25
CADBPJ010000056.1	cds	9778	10641	+	BBJOLO_00511		hypothetical protein	
CADBPJ010000056.1	cds	10652	11551	+	BBJOLO_00512		hypothetical protein	PFAM:PF01687.23
CADBPJ010000057.1	cds	40	195	+	BBJOLO_00513		hypothetical protein	
CADBPJ010000057.1	cds	216	797	+	BBJOLO_00514		hypothetical protein	
CADBPJ010000057.1	cds	815	1069	+	BBJOLO_00515		hypothetical protein	
CADBPJ010000057.1	cds	1078	1608	+	BBJOLO_00516		hypothetical protein	
CADBPJ010000058.1	cds	321	1868	-	BBJOLO_00517		hypothetical protein	PFAM:PF13472.12
CADBPJ010000058.1	cds	1907	3352	-	BBJOLO_00518		hypothetical protein	
CADBPJ010000058.1	cds	3413	4297	-	BBJOLO_00519		Sugar ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A0Q9TXL8
CADBPJ010000058.1	cds	4314	5255	-	BBJOLO_00520		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0J1G8T8
CADBPJ010000059.1	cds	1829	3637	-	BBJOLO_00521		Elongation factor 4	SO:0001217, UniRef:UniRef50_Q89BJ8
CADBPJ010000060.1	cds	331	774	+	BBJOLO_00522		Coenzyme F420-reducing hydrogenase, delta subunit	SO:0001217, UniRef:UniRef50_A0A0B7MDR9
CADBPJ010000060.1	cds	762	1736	+	BBJOLO_00523		4Fe-4S ferredoxin-type domain-containing protein	SO:0001217, UniRef:UniRef50_R7EW01
CADBPJ010000060.1	cds	1740	2771	+	BBJOLO_00524		4Fe-4S ferredoxin-type domain-containing protein	SO:0001217, UniRef:UniRef50_C6LCJ5
CADBPJ010000060.1	cds	2773	3627	+	BBJOLO_00525		FAD-binding FR-type domain-containing protein	SO:0001217, UniRef:UniRef50_R9ME49
CADBPJ010000060.1	cds	3645	4319	+	BBJOLO_00526	rsxC	Electron transport complex subunit RsxC	SO:0001217, UniRef:UniRef50_A0A7U9NEB7
CADBPJ010000060.1	cds	4335	5930	+	BBJOLO_00527		L-aspartate oxidase	SO:0001217, UniRef:UniRef50_F4LJR3
CADBPJ010000060.1	cds	6015	7268	+	BBJOLO_00528		Aspartate/alanine antiporter	SO:0001217, UniRef:UniRef50_A0A0F0C7L2
CADBPJ010000060.1	cds	7408	7968	-	BBJOLO_00529		Chromate transport protein	SO:0001217, UniRef:UniRef50_A0A1F2PIG4
CADBPJ010000060.1	cds	7965	8516	-	BBJOLO_00530		Chromate transporter	SO:0001217, UniRef:UniRef50_A0A1Y4EYJ8
CADBPJ010000060.1	cds	8519	9997	-	BBJOLO_00531		4-alpha-glucanotransferase	SO:0001217, UniRef:UniRef50_F1T4M1
CADBPJ010000060.1	cds	10150	10743	+	BBJOLO_00532		hypothetical protein	PFAM:PF16729.10
CADBPJ010000060.1	cds	11065	11601	-	BBJOLO_00533		Adenine phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_A0A6N8I240
CADBPJ010000060.1	cds	11882	12556	+	BBJOLO_00534		Orotate phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_A0A1W6WGC2
CADBPJ010000060.1	cds	12578	13789	+	BBJOLO_00535		hypothetical protein	PFAM:PF07833.16
CADBPJ010000060.1	cds	13801	14856	+	BBJOLO_00536		hypothetical protein	PFAM:PF00395.25
CADBPJ010000060.1	cds	14899	15855	+	BBJOLO_00537		tRNA-dihydrouridine synthase	SO:0001217, UniRef:UniRef50_A5N4K8
CADBPJ010000060.1	cds	15958	17421	+	BBJOLO_00538		Inosine-5'-monophosphate dehydrogenase	SO:0001217, UniRef:UniRef50_A0A841R225
CADBPJ010000060.1	cds	17941	19275	+	BBJOLO_00539		hypothetical protein	PFAM:PF00395.25
CADBPJ010000060.1	cds	19489	20163	+	BBJOLO_00540		Hemolysin III	SO:0001217, UniRef:UniRef50_A0A829Z8J0
CADBPJ010000061.1	cds	265	1278	-	BBJOLO_00541		Glyceraldehyde-3-phosphate dehydrogenase	SO:0001217, UniRef:UniRef50_P0C0G6
CADBPJ010000061.1	cds	1435	4560	-	BBJOLO_00542		Isoleucine--tRNA ligase	SO:0001217, UniRef:UniRef50_Q899C3
CADBPJ010000061.1	cds	4840	5787	+	BBJOLO_00543		L-lactate dehydrogenase	SO:0001217, UniRef:UniRef50_A0A174KZ03
CADBPJ010000061.1	cds	5839	6633	+	BBJOLO_00544		Disulfide reductase	SO:0001217, UniRef:UniRef50_A0A1J0GP39
CADBPJ010000061.1	cds	6626	7006	+	BBJOLO_00545		4Fe-4S ferredoxin-type domain-containing protein	SO:0001217, UniRef:UniRef50_D4LCA5
CADBPJ010000062.1	cds	190	1098	+	BBJOLO_00546		Fido domain-containing protein	SO:0001217, UniRef:UniRef50_R6DUR3
CADBPJ010000062.1	cds	1332	2822	+	BBJOLO_00547	lsrA	Autoinducer 2 import ATP-binding protein LsrA	SO:0001217, UniRef:UniRef50_B8E1T6
CADBPJ010000062.1	cds	2834	3829	+	BBJOLO_00548		hypothetical protein	
CADBPJ010000062.1	cds	3829	4872	+	BBJOLO_00549	lsrD	Autoinducer 2 import system permease protein LsrD	SO:0001217, UniRef:UniRef50_A9KIX0
CADBPJ010000062.1	cds	4940	5977	+	BBJOLO_00550		Periplasmic binding protein domain-containing protein	SO:0001217, UniRef:UniRef50_W4EPL9
CADBPJ010000062.1	cds	6125	7807	+	BBJOLO_00551		hypothetical protein	PFAM:PF02518.31, PFAM:PF06580.19
CADBPJ010000062.1	cds	7800	9263	+	BBJOLO_00552		hypothetical protein	PFAM:PF00072.30, PFAM:PF00165.29, PFAM:PF12833.13
CADBPJ010000062.1	cds	9303	10220	-	BBJOLO_00553		Elongation factor Ts	SO:0001217, UniRef:UniRef50_Q97I65
CADBPJ010000062.1	cds	10258	11031	-	BBJOLO_00554		Small ribosomal subunit protein uS2	SO:0001217, UniRef:UniRef50_Q9PNB3
CADBPJ010000063.1	cds	5	1648	+	BBJOLO_00555		Carbamoyl-phosphate synthase large subunit	SO:0001217, UniRef:UniRef50_A0A520G867
CADBPJ010000063.1	cds	1793	3460	+	BBJOLO_00556		Ribonuclease J	SO:0001217, UniRef:UniRef50_A0A942W2W6
CADBPJ010000063.1	cds	4136	4774	-	BBJOLO_00557		Histidine biosynthesis bifunctional protein HisIE	SO:0001217, UniRef:UniRef50_B1CBW8
CADBPJ010000063.1	cds	4789	5337	-	BBJOLO_00558		hypothetical protein	
CADBPJ010000063.1	cds	5334	6656	-	BBJOLO_00559	rimO	Ribosomal protein uS12 methylthiotransferase RimO	SO:0001217, UniRef:UniRef50_A6TRJ4
CADBPJ010000063.1	cds	6646	7137	-	BBJOLO_00560		hypothetical protein	PFAM:PF02631.22, PFAM:PF21982.2
CADBPJ010000063.1	cds	7134	8333	-	BBJOLO_00561		hypothetical protein	PFAM:PF13023.12
CADBPJ010000063.1	cds	8349	9596	-	BBJOLO_00562	tdcB	L-threonine dehydratase catabolic TdcB	SO:0001217, UniRef:UniRef50_A0A373Q9D5
CADBPJ010000063.1	cds	9655	10440	-	BBJOLO_00563	zupT	Zinc transporter ZupT	SO:0001217, UniRef:UniRef50_B3QP89
CADBPJ010000063.1	cds	10622	11545	+	BBJOLO_00564	eamA	EamA domain-containing protein	SO:0001217, UniRef:UniRef50_C4Z560
CADBPJ010000063.1	cds	11547	12317	+	BBJOLO_00565		hypothetical protein	PFAM:PF22435.1
CADBPJ010000063.1	cds	12314	13423	+	BBJOLO_00566		hypothetical protein	PFAM:PF17782.7
CADBPJ010000064.1	cds	83	745	+	BBJOLO_00567		hypothetical protein	
CADBPJ010000065.1	cds	109	1935	+	BBJOLO_00568		hypothetical protein	PFAM:PF08676.16
CADBPJ010000065.1	cds	1932	2843	+	BBJOLO_00569		tRNA dimethylallyltransferase	SO:0001217, UniRef:UniRef50_I7LFN2
CADBPJ010000065.1	cds	2862	3116	-	BBJOLO_00570		hypothetical protein	
CADBPJ010000065.1	cds	3117	3464	-	BBJOLO_00571		hypothetical protein	
CADBPJ010000065.1	cds	3481	3696	-	BBJOLO_00572		hypothetical protein	
CADBPJ010000065.1	cds	4072	4377	-	BBJOLO_00573		hypothetical protein	
CADBPJ010000066.1	cds	624	1316	-	BBJOLO_00574		VTC domain-containing protein	SO:0001217, UniRef:UniRef50_R9IYR6
CADBPJ010000066.1	ncRNA-region	1379	1462	-			c-di-GMP-I riboswitch aptamer	RFAM:RF01051, SO:0000035
CADBPJ010000066.1	cds	1468	2619	-	BBJOLO_00575		hypothetical protein	PFAM:PF00990.26
CADBPJ010000066.1	cds	2657	3352	-	BBJOLO_00576		hypothetical protein	PFAM:PF00990.26
CADBPJ010000067.1	cds	218	487	+	BBJOLO_00577		hypothetical protein	
CADBPJ010000067.1	cds	696	2069	-	BBJOLO_00578		hypothetical protein	PFAM:PF00395.25
CADBPJ010000067.1	cds	2200	2487	+	BBJOLO_00579		hypothetical protein	PFAM:PF01381.28, PFAM:PF12844.13, PFAM:PF13443.12, PFAM:PF13560.12
CADBPJ010000067.1	cds	2694	3119	-	BBJOLO_00580		hypothetical protein	
CADBPJ010000067.1	cds	3204	3395	+	BBJOLO_00581		hypothetical protein	
CADBPJ010000067.1	cds	3776	4441	-	BBJOLO_00582		hypothetical protein	
CADBPJ010000067.1	cds	4730	5275	-	BBJOLO_00583		hypothetical protein	
CADBPJ010000068.1	cds	118	1455	-	BBJOLO_00584		MobA/VirD2-like nuclease domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0S2W7A7
CADBPJ010000068.1	cds	1416	1745	-	BBJOLO_00585	mobC	Plasmid mobilization relaxosome protein MobC	SO:0001217, UniRef:UniRef50_A0A3E2TBP7
CADBPJ010000069.1	cds	222	917	-	BBJOLO_00586		4Fe-4S ferredoxin-type domain-containing protein	SO:0001217, UniRef:UniRef50_F7JK84
CADBPJ010000069.1	cds	1005	1664	+	BBJOLO_00587		hypothetical protein	PFAM:PF00027.35, PFAM:PF13545.12
CADBPJ010000070.1	cds	392	1231	-	BBJOLO_00588		TrbL/VirB6 plasmid conjugal transfer protein	SO:0001217, UniRef:UniRef50_A0A096D9K3
CADBPJ010000070.1	cds	1350	1625	-	BBJOLO_00589		Damage-inducible protein	SO:0001217, UniRef:UniRef50_A0A1F9MR57
CADBPJ010000070.1	cds	1622	1897	-	BBJOLO_00590		Damage-inducible protein J	SO:0001217, UniRef:UniRef50_A0A1S9CNV5
CADBPJ010000070.1	cds	2000	2311	-	BBJOLO_00591		Glutamyl-tRNA amidotransferase	SO:0001217, UniRef:UniRef50_A0A140L9A7
CADBPJ010000070.1	cds	2268	2903	-	BBJOLO_00592		hypothetical protein	PFAM:PF10412.15
CADBPJ010000070.1	cds	3058	4869	-	BBJOLO_00593		Reverse transcriptase domain-containing protein	SO:0001217, UniRef:UniRef50_R9J9L7
CADBPJ010000071.1	cds	188	3403	-	BBJOLO_00594		hypothetical protein	PFAM:PF07719.23, PFAM:PF13181.12, PFAM:PF13424.12, PFAM:PF13428.12
CADBPJ010000071.1	cds	3516	4295	+	BBJOLO_00595		hypothetical protein	PFAM:PF00165.29, PFAM:PF12833.13
CADBPJ010000071.1	tRNA	4638	4715	-	BBJOLO_00596	trnfM	tRNA-fMet(cat)	SO:0000266
CADBPJ010000071.1	tRNA	4723	4810	-	BBJOLO_00597	trnL	tRNA-Leu(taa)	SO:0000264
CADBPJ010000072.1	cds	18	896	+	BBJOLO_00598		hypothetical protein	
CADBPJ010000072.1	cds	903	1892	+	BBJOLO_00599		hypothetical protein	
CADBPJ010000073.1	cds	118	810	+	BBJOLO_00600	yetF	YetF C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3C1A5G5
CADBPJ010000073.1	cds	807	1187	+	BBJOLO_00601		hypothetical protein	
CADBPJ010000073.1	cds	1295	1903	+	BBJOLO_00602		hypothetical protein	
CADBPJ010000073.1	cds	2079	2852	+	BBJOLO_00603		hypothetical protein	PFAM:PF00072.30, PFAM:PF08769.17
CADBPJ010000073.1	cds	2849	3484	-	BBJOLO_00604		tRNA (guanine-N(7)-)-methyltransferase	SO:0001217, UniRef:UniRef50_Q8Y6R8
CADBPJ010000073.1	cds	3475	4686	-	BBJOLO_00605		Coenzyme A biosynthesis bifunctional protein CoaBC	SO:0001217, UniRef:UniRef50_D9R3G9
CADBPJ010000073.1	cds	4686	5558	-	BBJOLO_00606		S-adenosylmethionine-dependent methyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_C0C677
CADBPJ010000073.1	cds	5657	6655	-	BBJOLO_00607		hypothetical protein	PFAM:PF01464.25, PFAM:PF07833.16
CADBPJ010000074.1	cds	24	1133	+	BBJOLO_00608		hypothetical protein	PFAM:PF07748.19, PFAM:PF17677.7
CADBPJ010000074.1	cds	1199	2728	-	BBJOLO_00609		ATP-dependent protease	SO:0001217, UniRef:UniRef50_A0A5K7YJU7
CADBPJ010000074.1	cds	2873	3175	+	BBJOLO_00610		CRM domain-containing protein	SO:0001217, UniRef:UniRef50_W6SG26
CADBPJ010000074.1	cds	3172	3768	+	BBJOLO_00611		hypothetical protein	PFAM:PF01467.32
CADBPJ010000074.1	cds	3768	4346	+	BBJOLO_00612		hypothetical protein	
CADBPJ010000074.1	cds	4343	4675	+	BBJOLO_00613		hypothetical protein	
CADBPJ010000075.1	cds	1	1446	+	BBJOLO_00614		hypothetical protein	PFAM:PF00408.26, PFAM:PF02878.22, PFAM:PF02879.22, PFAM:PF02880.22
CADBPJ010000075.1	cds	1620	4211	-	BBJOLO_00615		alcohol dehydrogenase	SO:0001217, UniRef:UniRef50_A0A9X2S3D9
CADBPJ010000075.1	cds	4427	6586	-	BBJOLO_00616		hypothetical protein	PFAM:PF00933.27, PFAM:PF01915.27
CADBPJ010000075.1	cds	6745	10170	-	BBJOLO_00617		hypothetical protein	PFAM:PF13229.12
CADBPJ010000075.1	cds	10192	12927	-	BBJOLO_00618		hypothetical protein	PFAM:PF00395.25
CADBPJ010000075.1	cds	12929	15865	-	BBJOLO_00619		hypothetical protein	PFAM:PF00395.25
CADBPJ010000076.1	cds	20	604	+	BBJOLO_00620		hypothetical protein	PFAM:PF00395.25
CADBPJ010000076.1	cds	658	1179	+	BBJOLO_00621		hypothetical protein	
CADBPJ010000076.1	ncRNA	1300	1411	+	BBJOLO_00622	DUF3268	DUF3268 RNA	RFAM:RF02966, SO:0000655
CADBPJ010000076.1	cds	1581	2039	+	BBJOLO_00623		Recombinase zinc beta ribbon domain-containing protein	SO:0001217, UniRef:UniRef50_S0INM1
CADBPJ010000076.1	cds	2036	2590	+	BBJOLO_00624		hypothetical protein	PFAM:PF04542.20
CADBPJ010000076.1	cds	2587	2970	+	BBJOLO_00625		Signal peptidase I	SO:0001217, UniRef:UniRef50_A0A426DG44
CADBPJ010000076.1	cds	3217	4317	+	BBJOLO_00626		hypothetical protein	PFAM:PF14659.12
CADBPJ010000076.1	cds	4452	4937	+	BBJOLO_00627		DUF1273 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Y4S8L3
CADBPJ010000076.1	cds	5073	5918	+	BBJOLO_00628		Integrase	SO:0001217, UniRef:UniRef50_A8RQ89
CADBPJ010000076.1	cds	6353	6919	+	BBJOLO_00629		hypothetical protein	PFAM:PF00440.29
CADBPJ010000076.1	cds	7015	8493	+	BBJOLO_00630		hypothetical protein	PFAM:PF01656.29, PFAM:PF09140.17, PFAM:PF13614.12
CADBPJ010000076.1	cds	8435	8539	+	BBJOLO_00631		hypothetical protein	
CADBPJ010000076.1	cds	8502	9209	+	BBJOLO_00632		hypothetical protein	PFAM:PF19567.5
CADBPJ010000076.1	cds	9206	9706	+	BBJOLO_00633	epsM	Acetyltransferase EpsM	SO:0001217, UniRef:UniRef50_A0A2K4ZI57
CADBPJ010000076.1	cds	9735	10421	+	BBJOLO_00634		PIG-L family deacetylase	SO:0001217, UniRef:UniRef50_A6LIK5
CADBPJ010000076.1	cds	10418	11119	+	BBJOLO_00635		hypothetical protein	PFAM:PF02397.22
CADBPJ010000076.1	cds	11121	12323	+	BBJOLO_00636		Glycosyl transferase family 1 domain-containing protein	SO:0001217, UniRef:UniRef50_K6A4L2
CADBPJ010000076.1	cds	12336	13355	+	BBJOLO_00637		Exo-alpha-sialidase	SO:0001217, UniRef:UniRef50_K5YB83
CADBPJ010000076.1	cds	13376	14554	+	BBJOLO_00638		hypothetical protein	PFAM:PF02786.22, PFAM:PF08443.16, PFAM:PF15632.11
CADBPJ010000076.1	cds	14556	15575	+	BBJOLO_00639		hypothetical protein	PFAM:PF01757.29
CADBPJ010000076.1	cds	15585	16799	+	BBJOLO_00640		hypothetical protein	PFAM:PF13439.12, PFAM:PF13524.12, PFAM:PF13692.12
CADBPJ010000076.1	cds	16796	17893	+	BBJOLO_00641		D-inositol-3-phosphate glycosyltransferase	SO:0001217, UniRef:UniRef50_A0A645BA60
CADBPJ010000076.1	cds	17911	19377	+	BBJOLO_00642		hypothetical protein	
CADBPJ010000076.1	cds	19343	20230	+	BBJOLO_00643		hypothetical protein	PFAM:PF00535.33
CADBPJ010000076.1	cds	20194	20304	+	BBJOLO_00644		hypothetical protein	
CADBPJ010000076.1	cds	20243	21295	+	BBJOLO_00645		hypothetical protein	
CADBPJ010000077.1	cds	225	680	-	BBJOLO_00646		hypothetical protein	
CADBPJ010000077.1	cds	1002	3305	+	BBJOLO_00647		hypothetical protein	PFAM:PF00395.25, PFAM:PF02368.24, PFAM:PF09992.14
CADBPJ010000078.1	cds	786	2363	-	BBJOLO_00648		hypothetical protein	
CADBPJ010000078.1	cds	2378	2638	-	BBJOLO_00649		hypothetical protein	
CADBPJ010000078.1	cds	2705	3886	-	BBJOLO_00650		hypothetical protein	
CADBPJ010000078.1	cds	3905	4309	-	BBJOLO_00651		hypothetical protein	
CADBPJ010000078.1	cds	4423	4674	+	BBJOLO_00652		hypothetical protein	
CADBPJ010000078.1	cds	4690	4845	+	BBJOLO_00653		hypothetical protein	
CADBPJ010000078.1	cds	4846	6255	+	BBJOLO_00654		hypothetical protein	PFAM:PF04466.19, SO:0001217, UniRef:UniRef50_E2ZIA4
CADBPJ010000079.1	cds	605	1132	-	BBJOLO_00655		DUF1273 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A9D5TPN5
CADBPJ010000079.1	cds	1257	1415	+	BBJOLO_00656		hypothetical protein	
CADBPJ010000079.1	cds	1412	2257	-	BBJOLO_00657		Integrase	SO:0001217, UniRef:UniRef50_G5ID87
CADBPJ010000079.1	cds	2696	3046	-	BBJOLO_00658		hypothetical protein	
CADBPJ010000079.1	cds	4079	4513	-	BBJOLO_00659		Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_R5IH22
CADBPJ010000079.1	cds	4513	4710	-	BBJOLO_00660		hypothetical protein	
CADBPJ010000080.1	cds	386	1687	+	BBJOLO_00661		Histidine kinase/HSP90-like ATPase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Q9JQX6
CADBPJ010000080.1	cds	1684	2433	+	BBJOLO_00662		Stage 0 sporulation A-like protein	SO:0001217, UniRef:UniRef50_A0A3A9SU65
CADBPJ010000080.1	cds	2525	2662	+	BBJOLO_00663		hypothetical protein	
CADBPJ010000080.1	cds	2649	3326	+	BBJOLO_00664		hypothetical protein	PFAM:PF09922.15, PFAM:PF18917.5, PFAM:PF22570.1
CADBPJ010000080.1	cds	3323	4141	+	BBJOLO_00665		hypothetical protein	PFAM:PF13349.12
CADBPJ010000080.1	cds	4143	4487	+	BBJOLO_00666		hypothetical protein	
CADBPJ010000080.1	cds	4595	4822	+	BBJOLO_00667		hypothetical protein	
CADBPJ010000080.1	cds	4878	5756	+	BBJOLO_00668		HTH araC/xylS-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A200JF10
CADBPJ010000080.1	cds	5839	6033	+	BBJOLO_00669		hypothetical protein	
CADBPJ010000080.1	cds	6082	6279	+	BBJOLO_00670	pspC	Phage shock protein PspC N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A3CPB0
CADBPJ010000080.1	cds	6284	6823	+	BBJOLO_00671		hypothetical protein	
CADBPJ010000081.1	cds	126	377	-	BBJOLO_00672		UPF0297 protein Swol_0469	SO:0001217, UniRef:UniRef50_Q0AZQ0
CADBPJ010000081.1	cds	512	1768	-	BBJOLO_00673		hypothetical protein	PFAM:PF05193.26
CADBPJ010000081.1	cds	1843	2688	-	BBJOLO_00674		hypothetical protein	PFAM:PF02275.23, PFAM:PF03417.21
CADBPJ010000081.1	cds	2695	3885	-	BBJOLO_00675		hypothetical protein	
CADBPJ010000081.1	cds	3866	4558	-	BBJOLO_00676		Thymidylate kinase	SO:0001217, UniRef:UniRef50_A0A928NCM8
CADBPJ010000081.1	cds	4561	5304	-	BBJOLO_00677		N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase	SO:0001217, UniRef:UniRef50_D3T4E0
CADBPJ010000081.1	cds	5294	6640	-	BBJOLO_00678		Citrate synthase	SO:0001217, UniRef:UniRef50_A0A3C1SJ93
CADBPJ010000081.1	cds	6686	8896	-	BBJOLO_00679		DNA topoisomerase type IIA domain-containing protein	SO:0001217, UniRef:UniRef50_G1WL84
CADBPJ010000082.1	cds	42	887	+	BBJOLO_00680		hypothetical protein	
CADBPJ010000082.1	cds	1338	1817	-	BBJOLO_00681		hypothetical protein	
CADBPJ010000082.1	cds	1819	2811	-	BBJOLO_00682		hypothetical protein	
CADBPJ010000082.1	cds	2944	4182	-	BBJOLO_00683		hypothetical protein	
CADBPJ010000082.1	cds	4189	6390	-	BBJOLO_00684		Cytosine-specific methyltransferase	SO:0001217, UniRef:UniRef50_A0A928LDU4
CADBPJ010000082.1	cds	6383	6607	-	BBJOLO_00685		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_B5CMH3
CADBPJ010000082.1	cds	6768	7325	-	BBJOLO_00686		hypothetical protein	
CADBPJ010000082.1	cds	7421	7711	-	BBJOLO_00687		hypothetical protein	
CADBPJ010000082.1	cds	7716	8090	-	BBJOLO_00688		hypothetical protein	
CADBPJ010000082.1	cds	8514	9143	-	BBJOLO_00689		NAD(P)-binding domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H2UR89
CADBPJ010000082.1	cds	9368	9751	-	BBJOLO_00690		Deacetylase sirtuin-type domain-containing protein	SO:0001217, UniRef:UniRef50_D4CSB2
