# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
CACVWD010000007.1	cds	22824	24590	+	BMNMOC_00236	629.0	1.3e-218	0.993	0.826	0.579	UniRef:UniRef50_A0A7I8DT92
CACVWD010000007.1	cds	24699	25391	+	BMNMOC_00237	-	-	-	-	-	-
CACVWD010000007.1	cds	25465	26847	-	BMNMOC_00238	591.0	3.6e-208	1.007	0.842	0.598	UniRef:UniRef50_Q81L32
CACVWD010000007.1	cds	26928	27662	+	BMNMOC_00239	-	-	-	-	-	-
CACVWD010000007.1	cds	27757	28407	+	BMNMOC_00240	258.0	1.6e-85	1.0	0.908	0.556	UniRef:UniRef50_A0A0R1P3H2
CACVWD010000007.1	cds	28426	28710	+	BMNMOC_00241	-	-	-	-	-	-
CACVWD010000007.1	cds	28716	29357	+	BMNMOC_00242	243.0	1.6e-79	0.977	0.803	0.563	UniRef:UniRef50_W3ALB8
CACVWD010000007.1	cds	29352	29984	-	BMNMOC_00243	217.0	2.2e-69	0.986	0.828	0.546	UniRef:UniRef50_A0A2V2CHC3
CACVWD010000007.1	cds	30023	32638	-	BMNMOC_00244	819.0	3.6e-286	1.022	0.985	0.503	UniRef:UniRef50_A0A1C5QU08
CACVWD010000007.1	cds	32628	33104	-	BMNMOC_00245	169.0	4.6e-52	0.994	0.818	0.516	UniRef:UniRef50_G4Q3F2
CACVWD010000007.1	cds	33105	33533	-	BMNMOC_00246	-	-	-	-	-	-
CACVWD010000007.1	cds	33530	33919	-	BMNMOC_00247	137.0	7.4e-41	0.922	0.815	0.538	UniRef:UniRef50_A0A143XT29
CACVWD010000007.1	cds	33995	35644	-	BMNMOC_00248	-	-	-	-	-	-
CACVWD010000007.1	cds	35648	37534	-	BMNMOC_00249	804.0	9.9e-288	1.019	0.961	0.641	UniRef:UniRef50_A0A1E3AUG5
CACVWD010000007.1	cds	37524	38027	-	BMNMOC_00250	-	-	-	-	-	-
CACVWD010000007.1	cds	38329	39975	+	BMNMOC_00251	-	-	-	-	-	-
CACVWD010000007.1	cds	40169	41422	+	BMNMOC_00252	-	-	-	-	-	-
CACVWD010000007.1	cds	41577	43136	+	BMNMOC_00253	560.0	2.9e-195	1.019	0.983	0.560	UniRef:UniRef50_A0A3B9FYN4
CACVWD010000008.1	cds	79	2610	+	BMNMOC_00254	-	-	-	-	-	-
CACVWD010000008.1	cds	2890	4095	+	BMNMOC_00255	605.0	2.1e-216	0.998	0.899	0.698	UniRef:UniRef50_A0A239R2B1
CACVWD010000008.1	cds	4240	4638	+	BMNMOC_00256	-	-	-	-	-	-
CACVWD010000008.1	cds	4755	5090	+	BMNMOC_00257	-	-	-	-	-	-
CACVWD010000008.1	cds	5104	6432	+	BMNMOC_00258	466.0	1.0e-160	1.063	1.004	0.553	UniRef:UniRef50_G9XBL4
CACVWD010000008.1	cds	6499	7608	+	BMNMOC_00259	-	-	-	-	-	-
CACVWD010000008.1	cds	7605	9230	+	BMNMOC_00260	-	-	-	-	-	-
CACVWD010000008.1	cds	9401	10282	+	BMNMOC_00261	-	-	-	-	-	-
CACVWD010000008.1	cds	10412	11542	+	BMNMOC_00262	-	-	-	-	-	-
CACVWD010000008.1	cds	11539	12978	+	BMNMOC_00263	480.0	3.1e-165	0.975	0.971	0.552	UniRef:UniRef50_A0A7V6HC71
CACVWD010000008.1	cds	13036	14496	-	BMNMOC_00264	-	-	-	-	-	-
CACVWD010000008.1	cds	14594	15067	-	BMNMOC_00265	-	-	-	-	-	-
CACVWD010000008.1	cds	15080	15901	-	BMNMOC_00266	-	-	-	-	-	-
CACVWD010000008.1	cds	15993	16775	+	BMNMOC_00267	-	-	-	-	-	-
CACVWD010000008.1	cds	16775	17251	+	BMNMOC_00268	-	-	-	-	-	-
CACVWD010000008.1	cds	17266	18642	+	BMNMOC_00269	689.0	1.9e-247	0.987	0.856	0.763	UniRef:UniRef50_A0A174QQP2
CACVWD010000008.1	cds	18866	19156	+	BMNMOC_00270	-	-	-	-	-	-
CACVWD010000008.1	cds	19172	20848	+	BMNMOC_00271	-	-	-	-	-	-
CACVWD010000008.1	cds	20862	21056	+	BMNMOC_00272	-	-	-	-	-	-
CACVWD010000008.1	cds	21053	22546	+	BMNMOC_00273	512.0	4.6e-177	1.0	0.952	0.505	UniRef:UniRef50_A0A2V2ECT9
CACVWD010000008.1	cds	22689	23540	+	BMNMOC_00274	280.0	9.5e-93	1.0	1.0	0.530	UniRef:UniRef50_A0A810Q7F8
CACVWD010000008.1	cds	23603	24529	-	BMNMOC_00275	350.0	4.6e-119	1.006	0.931	0.594	UniRef:UniRef50_D3R0J2
CACVWD010000008.1	cds	24474	25250	-	BMNMOC_00276	-	-	-	-	-	-
CACVWD010000008.1	cds	25190	25381	-	BMNMOC_00277	-	-	-	-	-	-
CACVWD010000009.1	cds	18	176	+	BMNMOC_00278	-	-	-	-	-	-
CACVWD010000009.1	cds	322	1941	+	BMNMOC_00279	-	-	-	-	-	-
CACVWD010000009.1	cds	1985	2353	-	BMNMOC_00280	-	-	-	-	-	-
CACVWD010000009.1	cds	2379	3380	-	BMNMOC_00281	276.0	2.1e-89	0.964	0.953	0.517	UniRef:UniRef50_H1PJG8
CACVWD010000009.1	cds	3512	4186	+	BMNMOC_00282	288.0	1.2e-97	1.0	0.966	0.652	UniRef:UniRef50_A0A174MI26
CACVWD010000009.1	cds	4183	5424	+	BMNMOC_00283	-	-	-	-	-	-
CACVWD010000009.1	cds	5522	7645	-	BMNMOC_00284	-	-	-	-	-	-
CACVWD010000009.1	cds	7673	8344	-	BMNMOC_00285	-	-	-	-	-	-
CACVWD010000009.1	cds	8363	9070	-	BMNMOC_00286	274.0	2.7e-91	0.979	0.855	0.583	UniRef:UniRef50_A0A353KS80
CACVWD010000009.1	cds	9299	10150	+	BMNMOC_00287	363.0	1.6e-124	0.989	0.821	0.650	UniRef:UniRef50_A0A2N2EEX0
CACVWD010000009.1	cds	10152	11561	+	BMNMOC_00288	543.0	3.6e-190	1.004	0.967	0.597	UniRef:UniRef50_A0A832NPF6
CACVWD010000009.1	cds	11686	12345	+	BMNMOC_00289	223.0	1.1e-71	0.982	0.867	0.526	UniRef:UniRef50_A0A174YNG2
CACVWD010000009.1	cds	12376	15297	+	BMNMOC_00290	1157.0	0.0	0.938	0.835	0.613	UniRef:UniRef50_S0IUV8
CACVWD010000009.1	cds	15299	15646	+	BMNMOC_00291	176.0	2.4e-56	0.991	0.864	0.675	UniRef:UniRef50_A0A1C5P591
CACVWD010000009.1	cds	15814	16494	+	BMNMOC_00292	-	-	-	-	-	-
CACVWD010000009.1	cds	16563	17039	-	BMNMOC_00293	181.0	7.1e-57	0.994	0.853	0.561	UniRef:UniRef50_R9M9I8
CACVWD010000009.1	cds	17054	18220	-	BMNMOC_00294	437.0	2.1e-151	0.997	1.0	0.540	UniRef:UniRef50_UPI001EFB768A
CACVWD010000009.1	cds	18391	19164	+	BMNMOC_00295	-	-	-	-	-	-
CACVWD010000009.1	cds	19246	20046	+	BMNMOC_00296	-	-	-	-	-	-
CACVWD010000009.1	cds	20050	20955	+	BMNMOC_00297	-	-	-	-	-	-
CACVWD010000009.1	cds	21009	22265	+	BMNMOC_00298	-	-	-	-	-	-
CACVWD010000009.1	cds	22552	23430	-	BMNMOC_00299	-	-	-	-	-	-
CACVWD010000009.1	cds	23423	24133	-	BMNMOC_00300	265.0	4.6e-88	0.992	0.936	0.517	UniRef:UniRef50_R9M863
CACVWD010000009.1	cds	24153	25163	-	BMNMOC_00301	364.0	1.7e-123	0.985	0.887	0.550	UniRef:UniRef50_R9M926
CACVWD010000010.1	cds	386	868	+	BMNMOC_00302	-	-	-	-	-	-
CACVWD010000010.1	cds	865	1713	+	BMNMOC_00303	-	-	-	-	-	-
CACVWD010000010.1	cds	1972	2664	+	BMNMOC_00304	273.0	4.4e-91	0.987	0.880	0.595	UniRef:UniRef50_A0A353HB80
CACVWD010000010.1	cds	2725	3282	+	BMNMOC_00305	203.0	5.5e-65	0.962	0.881	0.562	UniRef:UniRef50_A4TC77
CACVWD010000010.1	cds	3279	3482	+	BMNMOC_00306	-	-	-	-	-	-
CACVWD010000010.1	cds	3567	4310	+	BMNMOC_00307	271.0	6.9e-90	0.968	0.888	0.594	UniRef:UniRef50_Q8RA26
CACVWD010000010.1	cds	4312	5460	+	BMNMOC_00308	-	-	-	-	-	-
CACVWD010000010.1	cds	5470	6615	+	BMNMOC_00309	-	-	-	-	-	-
CACVWD010000010.1	cds	6618	7664	+	BMNMOC_00310	346.0	5.6e-116	0.983	0.859	0.553	UniRef:UniRef50_A0A3C0J1J4
CACVWD010000010.1	cds	7742	11749	+	BMNMOC_00311	1190.0	0.0	0.933	0.831	0.516	UniRef:UniRef50_R6AN12
CACVWD010000010.1	cds	11783	12538	+	BMNMOC_00312	423.0	9.2e-150	1.100	0.996	0.721	UniRef:UniRef50_J0LNY9
CACVWD010000010.1	cds	12595	15414	-	BMNMOC_00313	1192.0	0.0	0.985	0.948	0.641	UniRef:UniRef50_A0A415SD95
CACVWD010000010.1	cds	15424	16608	-	BMNMOC_00314	-	-	-	-	-	-
CACVWD010000010.1	cds	16605	18137	-	BMNMOC_00315	-	-	-	-	-	-
CACVWD010000010.1	cds	18196	19584	-	BMNMOC_00316	559.0	1.2e-196	1.052	0.998	0.588	UniRef:UniRef50_A0A355U1Z7
CACVWD010000010.1	cds	19743	21101	+	BMNMOC_00317	-	-	-	-	-	-
CACVWD010000010.1	cds	21098	21352	+	BMNMOC_00318	-	-	-	-	-	-
CACVWD010000010.1	cds	21349	22071	+	BMNMOC_00319	-	-	-	-	-	-
CACVWD010000010.1	cds	22718	22954	-	BMNMOC_00320	-	-	-	-	-	-
CACVWD010000010.1	cds	23115	24116	-	BMNMOC_00321	-	-	-	-	-	-
CACVWD010000010.1	cds	24440	24643	-	BMNMOC_00322	-	-	-	-	-	-
CACVWD010000011.1	cds	97	1044	+	BMNMOC_00323	-	-	-	-	-	-
CACVWD010000011.1	cds	1041	2516	+	BMNMOC_00324	648.0	2.8e-231	0.990	1.0	0.660	UniRef:UniRef50_A0A3D5TEM9
CACVWD010000011.1	ncRNA-region	2574	2751	+	-	78.9	1.3e-11	-	-	-	RFAM:RF00168
CACVWD010000011.1	cds	2840	3247	+	BMNMOC_00325	157.0	2.4e-48	0.933	0.857	0.603	UniRef:UniRef50_A0A8J3MRP6
CACVWD010000011.1	cds	3257	4084	+	BMNMOC_00326	339.0	1.0e-115	0.989	0.880	0.654	UniRef:UniRef50_B0VHH0
CACVWD010000011.1	cds	4128	5180	+	BMNMOC_00327	413.0	6.5e-143	0.991	1.0	0.651	UniRef:UniRef50_A0A096DFY5
CACVWD010000011.1	cds	5250	6500	+	BMNMOC_00328	456.0	7.5e-157	0.950	0.840	0.532	UniRef:UniRef50_A0AAE4ZYI5
CACVWD010000011.1	cds	6510	8069	+	BMNMOC_00329	627.0	7.5e-221	1.062	0.932	0.586	UniRef:UniRef50_E3PRJ5
CACVWD010000011.1	cds	8066	8854	+	BMNMOC_00330	340.0	6.7e-117	0.927	0.957	0.667	UniRef:UniRef50_A0A7C6K5H3
CACVWD010000011.1	cds	8893	9585	+	BMNMOC_00331	238.0	8.3e-78	0.983	0.978	0.540	UniRef:UniRef50_A0A1C6IT92
CACVWD010000011.1	cds	9585	10253	+	BMNMOC_00332	257.0	6.8e-85	1.036	0.906	0.578	UniRef:UniRef50_P23673
CACVWD010000011.1	cds	10326	10427	-	BMNMOC_00333	-	-	-	-	-	-
CACVWD010000011.1	cds	10424	10588	-	BMNMOC_00334	-	-	-	-	-	-
CACVWD010000011.1	cds	10579	11355	-	BMNMOC_00335	314.0	3.3e-106	0.977	0.832	0.627	UniRef:UniRef50_A0A810Q707
CACVWD010000011.1	cds	11521	12300	+	BMNMOC_00336	397.0	3.9e-139	1.0	0.875	0.776	UniRef:UniRef50_D4N101
CACVWD010000011.1	cds	12349	13185	+	BMNMOC_00337	288.0	9.3e-96	0.982	0.941	0.542	UniRef:UniRef50_A0A3A8Z1R3
CACVWD010000011.1	cds	13201	14343	+	BMNMOC_00338	499.0	1.4e-175	1.018	0.980	0.685	UniRef:UniRef50_P52042
CACVWD010000011.1	cds	14359	15159	+	BMNMOC_00339	364.0	2.3e-126	1.004	1.0	0.674	UniRef:UniRef50_G3KIM7
CACVWD010000011.1	cds	15178	16296	+	BMNMOC_00340	396.0	2.7e-135	0.895	0.860	0.640	UniRef:UniRef50_G3KIM6
CACVWD010000011.1	cds	16427	17335	+	BMNMOC_00341	370.0	5.5e-127	0.993	0.888	0.557	UniRef:UniRef50_A0A317G5R8
CACVWD010000011.1	cds	17432	18661	-	BMNMOC_00342	405.0	1.8e-137	0.988	0.906	0.507	UniRef:UniRef50_A0A174F0M1
CACVWD010000011.1	cds	18749	19231	-	BMNMOC_00343	-	-	-	-	-	-
CACVWD010000011.1	cds	19346	20311	+	BMNMOC_00344	-	-	-	-	-	-
CACVWD010000011.1	cds	20365	21978	-	BMNMOC_00345	-	-	-	-	-	-
CACVWD010000011.1	cds	22135	22578	+	BMNMOC_00346	-	-	-	-	-	-
CACVWD010000011.1	cds	22571	23122	+	BMNMOC_00347	-	-	-	-	-	-
CACVWD010000011.1	cds	23132	25105	+	BMNMOC_00348	813.0	7.9e-290	0.957	0.856	0.620	UniRef:UniRef50_A0A939R6C2
CACVWD010000011.1	cds	25292	26815	+	BMNMOC_00349	-	-	-	-	-	-
CACVWD010000011.1	cds	26958	28751	+	BMNMOC_00350	569.0	2.5e-197	0.869	0.942	0.593	UniRef:UniRef50_A0A1H9PLN6
CACVWD010000011.1	cds	28751	29662	+	BMNMOC_00351	317.0	3.2e-106	0.970	0.933	0.588	UniRef:UniRef50_R9N5I4
CACVWD010000011.1	cds	29700	30830	+	BMNMOC_00352	448.0	7.7e-155	1.064	0.879	0.585	UniRef:UniRef50_P94360
CACVWD010000011.1	cds	30942	33326	+	BMNMOC_00353	823.0	1.2e-290	1.0	1.011	0.524	UniRef:UniRef50_E7MQ55
CACVWD010000011.1	cds	33330	34913	+	BMNMOC_00354	629.0	3.7e-222	0.998	0.963	0.572	UniRef:UniRef50_A0A173RNZ2
CACVWD010000011.1	cds	35021	35641	-	BMNMOC_00355	-	-	-	-	-	-
CACVWD010000011.1	cds	35773	37386	-	BMNMOC_00356	-	-	-	-	-	-
CACVWD010000011.1	cds	37388	37894	-	BMNMOC_00357	-	-	-	-	-	-
CACVWD010000011.1	cds	38012	38662	-	BMNMOC_00358	-	-	-	-	-	-
CACVWD010000011.1	cds	38763	39905	+	BMNMOC_00359	-	-	-	-	-	-
CACVWD010000011.1	cds	39902	40576	+	BMNMOC_00360	229.0	6.2e-74	0.955	0.839	0.528	UniRef:UniRef50_L1QHD1
CACVWD010000011.1	cds	40563	41924	+	BMNMOC_00361	430.0	6.1e-146	0.978	0.917	0.512	UniRef:UniRef50_A0A3D1LE35
CACVWD010000011.1	cds	41964	42581	+	BMNMOC_00362	-	-	-	-	-	-
CACVWD010000011.1	cds	42562	43998	+	BMNMOC_00363	-	-	-	-	-	-
CACVWD010000011.1	cds	44012	44650	+	BMNMOC_00364	-	-	-	-	-	-
CACVWD010000011.1	cds	44852	46216	-	BMNMOC_00365	440.0	4.5e-149	1.046	0.883	0.566	UniRef:UniRef50_A0A1V5HLC3
CACVWD010000011.1	cds	46216	46545	-	BMNMOC_00366	95.5	9.4e-25	0.991	0.857	0.556	UniRef:UniRef50_A0A379EB48
CACVWD010000011.1	cds	46558	47718	-	BMNMOC_00367	486.0	3.4e-170	0.997	0.934	0.662	UniRef:UniRef50_F4LX68
CACVWD010000011.1	cds	47743	48195	-	BMNMOC_00368	-	-	-	-	-	-
CACVWD010000011.1	cds	48426	49889	+	BMNMOC_00369	585.0	8.4e-206	1.0	0.924	0.567	UniRef:UniRef50_D1PQ83
CACVWD010000011.1	cds	49965	51185	-	BMNMOC_00370	-	-	-	-	-	-
CACVWD010000011.1	cds	51346	51507	-	BMNMOC_00371	-	-	-	-	-	-
CACVWD010000011.1	cds	51589	53142	-	BMNMOC_00372	726.0	9.4e-261	1.006	0.968	0.681	UniRef:UniRef50_N2BM96
CACVWD010000011.1	cds	53206	53364	-	BMNMOC_00373	-	-	-	-	-	-
CACVWD010000011.1	cds	53444	54028	-	BMNMOC_00374	-	-	-	-	-	-
CACVWD010000012.1	cds	314	1183	-	BMNMOC_00375	281.0	1.2e-92	0.903	0.859	0.533	UniRef:UniRef50_Q5LS46
CACVWD010000012.1	cds	1352	1624	-	BMNMOC_00376	-	-	-	-	-	-
CACVWD010000012.1	cds	1730	2539	-	BMNMOC_00377	308.0	1.6e-103	0.974	0.876	0.542	UniRef:UniRef50_A0AFI3
CACVWD010000012.1	cds	2536	3786	-	BMNMOC_00378	658.0	2.7e-237	0.998	0.952	0.754	UniRef:UniRef50_A0A3C1LUF1
CACVWD010000012.1	cds	3788	5119	-	BMNMOC_00379	-	-	-	-	-	-
CACVWD010000012.1	cds	5116	5412	-	BMNMOC_00380	-	-	-	-	-	-
CACVWD010000012.1	cds	5617	9315	-	BMNMOC_00381	1357.0	0.0	1.022	0.990	0.574	UniRef:UniRef50_A0A371IN77
CACVWD010000012.1	cds	9317	10585	-	BMNMOC_00382	573.0	2.0e-203	1.062	0.985	0.643	UniRef:UniRef50_A0A1G4VFD2
CACVWD010000012.1	cds	10596	11780	-	BMNMOC_00383	558.0	2.4e-197	1.0	0.829	0.688	UniRef:UniRef50_F8KQ23
CACVWD010000012.1	cds	11790	12509	-	BMNMOC_00384	259.0	3.3e-85	0.975	0.812	0.567	UniRef:UniRef50_G2SXQ7
CACVWD010000012.1	cds	12529	13149	-	BMNMOC_00385	211.0	2.9e-67	0.961	0.853	0.581	UniRef:UniRef50_R6AX36
CACVWD010000012.1	cds	13143	14186	-	BMNMOC_00386	427.0	1.8e-148	1.017	0.994	0.606	UniRef:UniRef50_A9KHX3
CACVWD010000012.1	cds	14190	15614	-	BMNMOC_00387	586.0	3.9e-207	1.0	1.0	0.582	UniRef:UniRef50_A0A1Q5PL70
CACVWD010000012.1	cds	15692	16378	-	BMNMOC_00388	389.0	2.0e-136	1.0	0.817	0.820	UniRef:UniRef50_C4FCE9
CACVWD010000012.1	cds	16411	16911	-	BMNMOC_00389	163.0	8.0e-50	0.928	0.806	0.565	UniRef:UniRef50_A0A7G8TFS2
CACVWD010000012.1	cds	16936	17355	-	BMNMOC_00390	178.0	1.4e-56	0.978	0.901	0.610	UniRef:UniRef50_C2KYS0
CACVWD010000012.1	cds	17352	18278	-	BMNMOC_00391	355.0	2.0e-120	0.961	0.811	0.625	UniRef:UniRef50_D1VSV3
CACVWD010000012.1	cds	18275	18919	-	BMNMOC_00392	237.0	1.4e-77	0.972	0.889	0.577	UniRef:UniRef50_Q819S7
CACVWD010000012.1	cds	18936	19634	-	BMNMOC_00393	301.0	1.1e-101	1.0	0.832	0.664	UniRef:UniRef50_A3CN89
CACVWD010000012.1	cds	19636	20541	-	BMNMOC_00394	434.0	5.7e-152	0.990	0.864	0.732	UniRef:UniRef50_P0DH74
CACVWD010000012.1	cds	20529	21263	-	BMNMOC_00395	283.0	1.4e-94	1.012	0.905	0.591	UniRef:UniRef50_A0A136WCZ2
CACVWD010000012.1	cds	21260	22471	-	BMNMOC_00396	500.0	2.2e-175	0.906	0.886	0.674	UniRef:UniRef50_H1PJX6
CACVWD010000012.1	cds	22757	23383	+	BMNMOC_00397	-	-	-	-	-	-
CACVWD010000013.1	cds	533	1030	-	BMNMOC_00398	259.0	8.3e-88	1.0	0.855	0.739	UniRef:UniRef50_L7VT55
CACVWD010000013.1	cds	1583	2617	+	BMNMOC_00399	-	-	-	-	-	-
CACVWD010000013.1	cds	2622	3191	+	BMNMOC_00400	-	-	-	-	-	-
CACVWD010000013.1	cds	3268	5091	+	BMNMOC_00401	771.0	8.7e-276	1.003	1.003	0.680	UniRef:UniRef50_A0A137SXF9
CACVWD010000013.1	cds	5154	6278	+	BMNMOC_00402	-	-	-	-	-	-
CACVWD010000013.1	cds	6399	7202	+	BMNMOC_00403	-	-	-	-	-	-
CACVWD010000013.1	cds	7259	8458	-	BMNMOC_00404	-	-	-	-	-	-
CACVWD010000013.1	cds	8607	9374	+	BMNMOC_00405	261.0	8.0e-86	0.980	0.896	0.512	UniRef:UniRef50_A0A0K9N878
CACVWD010000013.1	cds	9586	10116	+	BMNMOC_00406	207.0	4.2e-67	1.011	0.983	0.669	UniRef:UniRef50_R5APT4
CACVWD010000013.1	cds	10174	10545	+	BMNMOC_00407	119.0	1.3e-33	1.016	0.899	0.616	UniRef:UniRef50_A0A929DMW3
CACVWD010000013.1	cds	10717	11598	+	BMNMOC_00408	-	-	-	-	-	-
CACVWD010000013.1	cds	11647	12297	-	BMNMOC_00409	-	-	-	-	-	-
CACVWD010000013.1	cds	12294	13253	-	BMNMOC_00410	-	-	-	-	-	-
CACVWD010000013.1	cds	13270	13410	-	BMNMOC_00411	-	-	-	-	-	-
CACVWD010000013.1	cds	13542	14552	+	BMNMOC_00412	-	-	-	-	-	-
CACVWD010000013.1	cds	14603	16456	-	BMNMOC_00413	-	-	-	-	-	-
CACVWD010000013.1	cds	16453	16938	-	BMNMOC_00414	-	-	-	-	-	-
CACVWD010000013.1	cds	17118	17219	-	BMNMOC_00415	-	-	-	-	-	-
CACVWD010000013.1	cds	17379	17654	-	BMNMOC_00416	-	-	-	-	-	-
CACVWD010000013.1	cds	17656	18165	-	BMNMOC_00417	-	-	-	-	-	-
CACVWD010000013.1	cds	18313	20532	+	BMNMOC_00418	-	-	-	-	-	-
CACVWD010000013.1	cds	20604	21806	-	BMNMOC_00419	502.0	1.2e-175	1.075	0.939	0.630	UniRef:UniRef50_G1UU16
CACVWD010000013.1	tRNA	21950	22025	-	BMNMOC_00420	64.7	-	-	-	-	-
CACVWD010000013.1	cds	22090	22758	-	BMNMOC_00421	263.0	3.8e-87	0.995	0.863	0.543	UniRef:UniRef50_P39615
CACVWD010000013.1	cds	22837	23394	+	BMNMOC_00422	219.0	4.0e-71	1.005	0.849	0.554	UniRef:UniRef50_F4BKW1
CACVWD010000014.1	cds	79	1350	+	BMNMOC_00423	-	-	-	-	-	-
CACVWD010000014.1	cds	1347	1541	+	BMNMOC_00424	-	-	-	-	-	-
CACVWD010000014.1	cds	1553	2137	+	BMNMOC_00425	-	-	-	-	-	-
CACVWD010000014.1	cds	2110	2793	+	BMNMOC_00426	-	-	-	-	-	-
CACVWD010000014.1	cds	2806	4086	+	BMNMOC_00427	484.0	1.2e-168	1.005	0.995	0.565	UniRef:UniRef50_A0A3A9F210
CACVWD010000014.1	cds	4209	5186	+	BMNMOC_00428	384.0	3.7e-132	1.003	0.953	0.595	UniRef:UniRef50_A0A1B3WSK6
CACVWD010000014.1	cds	5246	6775	-	BMNMOC_00429	-	-	-	-	-	-
CACVWD010000014.1	cds	6845	7969	-	BMNMOC_00430	-	-	-	-	-	-
CACVWD010000014.1	cds	7966	8619	-	BMNMOC_00431	223.0	7.5e-72	1.005	0.916	0.514	UniRef:UniRef50_A0A7U9WWX0
CACVWD010000014.1	cds	9007	10746	-	BMNMOC_00432	696.0	1.5e-246	1.059	1.002	0.587	UniRef:UniRef50_A0A970J136
CACVWD010000014.1	cds	10784	11497	-	BMNMOC_00433	-	-	-	-	-	-
CACVWD010000014.1	cds	11494	12357	-	BMNMOC_00434	-	-	-	-	-	-
CACVWD010000014.1	cds	12469	13416	-	BMNMOC_00435	340.0	2.7e-115	0.968	0.941	0.590	UniRef:UniRef50_A0A7C6WUR2
CACVWD010000014.1	cds	13409	14503	-	BMNMOC_00436	451.0	2.5e-157	0.986	0.962	0.649	UniRef:UniRef50_R5S552
CACVWD010000014.1	cds	14500	16029	-	BMNMOC_00437	600.0	3.5e-211	0.978	0.941	0.612	UniRef:UniRef50_A0A1F8T5Q0
CACVWD010000014.1	cds	16121	17116	-	BMNMOC_00438	417.0	8.9e-145	0.958	0.893	0.703	UniRef:UniRef50_A0A095XJ16
CACVWD010000014.1	cds	17259	17933	-	BMNMOC_00439	-	-	-	-	-	-
CACVWD010000014.1	cds	17976	19043	-	BMNMOC_00440	331.0	5.5e-110	0.952	0.851	0.518	UniRef:UniRef50_A0A810QB26
CACVWD010000014.1	cds	19147	19743	+	BMNMOC_00441	239.0	6.9e-79	0.914	0.808	0.646	UniRef:UniRef50_Q8RBG0
CACVWD010000014.1	ncRNA-region	19798	20005	+	-	192.9	6.9e-30	-	-	-	RFAM:RF03072
CACVWD010000014.1	cds	20048	20329	+	BMNMOC_00442	111.0	1.5e-31	1.075	0.980	0.510	UniRef:UniRef50_G7WGE4
CACVWD010000014.1	cds	20454	20966	+	BMNMOC_00443	-	-	-	-	-	-
CACVWD010000014.1	cds	20963	22627	+	BMNMOC_00444	-	-	-	-	-	-
CACVWD010000014.1	cds	22805	23746	-	BMNMOC_00445	340.0	5.2e-115	0.994	0.957	0.518	UniRef:UniRef50_E6UIM3
CACVWD010000014.1	cds	23752	24693	-	BMNMOC_00446	228.0	1.2e-70	0.994	0.847	0.527	UniRef:UniRef50_R6IZW4
CACVWD010000015.1	cds	50	1156	+	BMNMOC_00447	377.0	3.0e-128	0.951	0.986	0.537	UniRef:UniRef50_G9X150
CACVWD010000015.1	cds	1153	2652	+	BMNMOC_00448	793.0	1.2e-287	1.082	1.0	0.717	UniRef:UniRef50_A0A2D8CLV5
CACVWD010000015.1	cds	2649	3806	+	BMNMOC_00449	-	-	-	-	-	-
CACVWD010000015.1	cds	3806	4402	+	BMNMOC_00450	-	-	-	-	-	-
CACVWD010000015.1	cds	4424	5377	+	BMNMOC_00451	-	-	-	-	-	-
CACVWD010000015.1	cds	5412	5645	+	BMNMOC_00452	-	-	-	-	-	-
CACVWD010000015.1	cds	5665	8982	+	BMNMOC_00453	1544.0	0.0	1.0	0.850	0.685	UniRef:UniRef50_A0A9X3W9Y4
CACVWD010000015.1	cds	9042	9536	-	BMNMOC_00454	-	-	-	-	-	-
CACVWD010000015.1	cds	9599	10735	-	BMNMOC_00455	410.0	2.5e-140	1.103	0.972	0.561	UniRef:UniRef50_A0A1F3CXM8
CACVWD010000015.1	cds	11189	11368	+	BMNMOC_00456	-	-	-	-	-	-
CACVWD010000015.1	cds	11429	11998	+	BMNMOC_00457	-	-	-	-	-	-
CACVWD010000015.1	cds	12678	13163	+	BMNMOC_00458	-	-	-	-	-	-
CACVWD010000015.1	cds	13156	13581	+	BMNMOC_00459	-	-	-	-	-	-
CACVWD010000015.1	cds	14427	14564	+	BMNMOC_00460	-	-	-	-	-	-
CACVWD010000015.1	cds	15071	15274	+	BMNMOC_00461	-	-	-	-	-	-
CACVWD010000015.1	cds	15271	15600	+	BMNMOC_00462	142.0	2.7e-43	0.945	0.824	0.602	UniRef:UniRef50_A0A174Z5E0
CACVWD010000015.1	cds	15597	16376	+	BMNMOC_00463	-	-	-	-	-	-
CACVWD010000015.1	cds	16439	17605	+	BMNMOC_00464	396.0	1.7e-134	1.0	0.915	0.508	UniRef:UniRef50_R9KPN3
CACVWD010000015.1	cds	17773	18474	-	BMNMOC_00465	-	-	-	-	-	-
CACVWD010000015.1	cds	18508	19002	-	BMNMOC_00466	-	-	-	-	-	-
CACVWD010000015.1	tRNA	19329	19406	+	BMNMOC_00467	22.5	-	-	-	-	-
CACVWD010000015.1	cds	19471	19824	-	BMNMOC_00468	119.0	4.0e-34	0.974	0.877	0.509	UniRef:UniRef50_A0A1Y3SKE6
