# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
CACVWD010000014.1	cds	16121	17116	-	BMNMOC_00438		ABC transporter substrate-binding protein PnrA-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A095XJ16
CACVWD010000014.1	cds	17259	17933	-	BMNMOC_00439		hypothetical protein	PFAM:PF13648.12
CACVWD010000014.1	cds	17976	19043	-	BMNMOC_00440		Adenine DNA glycosylase	SO:0001217, UniRef:UniRef50_A0A810QB26
CACVWD010000014.1	cds	19147	19743	+	BMNMOC_00441		UPF0340 protein TTE0860	SO:0001217, UniRef:UniRef50_Q8RBG0
CACVWD010000014.1	ncRNA-region	19798	20005	+			raiA RNA	RFAM:RF03072, SO:0005836
CACVWD010000014.1	cds	20048	20329	+	BMNMOC_00442		putative zinc-binding domain-containing protein	SO:0001217, UniRef:UniRef50_G7WGE4
CACVWD010000014.1	cds	20454	20966	+	BMNMOC_00443		hypothetical protein	PFAM:PF04545.22, PFAM:PF08281.18
CACVWD010000014.1	cds	20963	22627	+	BMNMOC_00444		hypothetical protein	
CACVWD010000014.1	cds	22805	23746	-	BMNMOC_00445		TIGR03943 family protein	SO:0001217, UniRef:UniRef50_E6UIM3
CACVWD010000014.1	cds	23752	24693	-	BMNMOC_00446		CobW/P47K family protein	SO:0001217, UniRef:UniRef50_R6IZW4
CACVWD010000015.1	cds	50	1156	+	BMNMOC_00447		Fido domain-containing protein	SO:0001217, UniRef:UniRef50_G9X150
CACVWD010000015.1	cds	1153	2652	+	BMNMOC_00448		site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_A0A2D8CLV5
CACVWD010000015.1	cds	2649	3806	+	BMNMOC_00449		hypothetical protein	PFAM:PF01420.25
CACVWD010000015.1	cds	3806	4402	+	BMNMOC_00450		hypothetical protein	
CACVWD010000015.1	cds	4424	5377	+	BMNMOC_00451		hypothetical protein	
CACVWD010000015.1	cds	5412	5645	+	BMNMOC_00452		hypothetical protein	
CACVWD010000015.1	cds	5665	8982	+	BMNMOC_00453		type I site-specific deoxyribonuclease	SO:0001217, UniRef:UniRef50_A0A9X3W9Y4
CACVWD010000015.1	cds	9042	9536	-	BMNMOC_00454		hypothetical protein	PFAM:PF24585.1
CACVWD010000015.1	cds	9599	10735	-	BMNMOC_00455		protein adenylyltransferase	SO:0001217, UniRef:UniRef50_A0A1F3CXM8
CACVWD010000015.1	cds	11189	11368	+	BMNMOC_00456		hypothetical protein	
CACVWD010000015.1	cds	11429	11998	+	BMNMOC_00457		hypothetical protein	PFAM:PF01381.28, PFAM:PF15731.11
CACVWD010000015.1	cds	12678	13163	+	BMNMOC_00458		hypothetical protein	PFAM:PF01381.28
CACVWD010000015.1	cds	13156	13581	+	BMNMOC_00459		hypothetical protein	
CACVWD010000015.1	cds	14427	14564	+	BMNMOC_00460		hypothetical protein	
CACVWD010000015.1	cds	15071	15274	+	BMNMOC_00461		hypothetical protein	PFAM:PF01381.28, PFAM:PF13560.12
CACVWD010000015.1	cds	15271	15600	+	BMNMOC_00462		Phosphatidylinositol kinase	SO:0001217, UniRef:UniRef50_A0A174Z5E0
CACVWD010000015.1	cds	15597	16376	+	BMNMOC_00463		hypothetical protein	PFAM:PF07804.18
CACVWD010000015.1	cds	16439	17605	+	BMNMOC_00464		DUF2971 domain-containing protein	SO:0001217, UniRef:UniRef50_R9KPN3
CACVWD010000015.1	cds	17773	18474	-	BMNMOC_00465		hypothetical protein	
CACVWD010000015.1	cds	18508	19002	-	BMNMOC_00466		hypothetical protein	
CACVWD010000015.1	tRNA	19329	19406	+	BMNMOC_00467		(pseudo) tRNA-Xxx	
CACVWD010000015.1	cds	19471	19824	-	BMNMOC_00468	tnpV	TnpV protein	SO:0001217, UniRef:UniRef50_A0A1Y3SKE6
CACVWD010000015.1	cds	20159	21742	+	BMNMOC_00469		Glucose-6-phosphate isomerase	SO:0001217, UniRef:UniRef50_O83488
CACVWD010000015.1	cds	22500	23168	-	BMNMOC_00470		hypothetical protein	
CACVWD010000015.1	cds	23165	24385	-	BMNMOC_00471		hypothetical protein	PFAM:PF01047.28
CACVWD010000015.1	cds	24386	25312	-	BMNMOC_00472		hypothetical protein	PFAM:PF00892.27
CACVWD010000015.1	cds	25309	26406	-	BMNMOC_00473		hypothetical protein	PFAM:PF00465.25, PFAM:PF25137.1
CACVWD010000015.1	cds	26396	26872	-	BMNMOC_00474		4-deoxy-4-sulfo-D-erythrose isomerase	SO:0001217, UniRef:UniRef50_J0MXJ0
CACVWD010000015.1	cds	26891	27817	-	BMNMOC_00475	sqwH	6-deoxy-6-sulfo-D-fructose transketolase subunit SqwH	SO:0001217, UniRef:UniRef50_J1H0Z7
CACVWD010000015.1	cds	27820	28647	-	BMNMOC_00476		Transketolase N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1G0XHA1
CACVWD010000015.1	cds	28795	30132	+	BMNMOC_00477		Sulfoquinovose isomerase	SO:0001217, UniRef:UniRef50_J1H1H5
CACVWD010000015.1	cds	30202	31653	-	BMNMOC_00478		hypothetical protein	
CACVWD010000015.1	cds	31671	33653	-	BMNMOC_00479		hypothetical protein	PFAM:PF01055.32, PFAM:PF21365.3
CACVWD010000015.1	cds	33779	35167	-	BMNMOC_00480		Uronate isomerase	SO:0001217, UniRef:UniRef50_A0A4U8QKG1
CACVWD010000015.1	cds	35164	36444	-	BMNMOC_00481		LarA-like N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_R4K1T0
CACVWD010000015.1	cds	36441	37292	-	BMNMOC_00482		3-oxoacyl-(Acyl-carrier-protein) reductase	SO:0001217, UniRef:UniRef50_F8F1B8
CACVWD010000015.1	cds	37303	38754	-	BMNMOC_00483		6-phosphogluconate dehydrogenase, decarboxylating	SO:0001217, UniRef:UniRef50_A0A7X8UCC4
CACVWD010000015.1	cds	38771	39382	-	BMNMOC_00484		hypothetical protein	PFAM:PF00294.29
CACVWD010000016.1	cds	257	805	+	BMNMOC_00485		hypothetical protein	
CACVWD010000016.1	cds	712	1629	-	BMNMOC_00486		hypothetical protein	PFAM:PF01695.23
CACVWD010000016.1	cds	1626	2768	-	BMNMOC_00487		hypothetical protein	
CACVWD010000016.1	cds	2914	4056	+	BMNMOC_00488		hypothetical protein	
CACVWD010000016.1	cds	4058	4735	+	BMNMOC_00489		hypothetical protein	PFAM:PF05175.20, PFAM:PF08241.18, PFAM:PF13649.12, PFAM:PF13847.12
CACVWD010000016.1	cds	4875	5276	+	BMNMOC_00490		hypothetical protein	PFAM:PF08769.17
CACVWD010000016.1	cds	5316	6740	-	BMNMOC_00491		hypothetical protein	
CACVWD010000016.1	cds	6834	7688	-	BMNMOC_00492		Diacylglycerol kinase	SO:0001217, UniRef:UniRef50_A0A175A558
CACVWD010000016.1	cds	7692	8522	-	BMNMOC_00493		hypothetical protein	
CACVWD010000016.1	cds	8689	9246	-	BMNMOC_00494		hypothetical protein	
CACVWD010000016.1	cds	9576	13331	+	BMNMOC_00495		DNA-directed RNA polymerase subunit beta	SO:0001217, UniRef:UniRef50_Q0AUH2
CACVWD010000016.1	cds	13356	16937	+	BMNMOC_00496		DNA-directed RNA polymerase subunit beta'	SO:0001217, UniRef:UniRef50_A0A971RNM5
CACVWD010000016.1	cds	16942	17706	+	BMNMOC_00497		hypothetical protein	
CACVWD010000016.1	cds	17878	18255	+	BMNMOC_00498		30S ribosomal protein S12	SO:0001217, UniRef:UniRef50_A0A962M7M0
CACVWD010000016.1	cds	18267	18737	+	BMNMOC_00499		Small ribosomal subunit protein uS7	SO:0001217, UniRef:UniRef50_P21469
CACVWD010000016.1	cds	18737	20824	+	BMNMOC_00500		Elongation factor G	SO:0001217, UniRef:UniRef50_Q5SHN5
CACVWD010000016.1	cds	20862	21431	+	BMNMOC_00501		Elongation factor Tu	SO:0001217, UniRef:UniRef50_A0A0S8DMV8
CACVWD010000017.1	cds	69	2051	+	BMNMOC_00502		hypothetical protein	PFAM:PF00069.31, PFAM:PF03109.22, PFAM:PF07714.23
CACVWD010000017.1	cds	2099	2962	-	BMNMOC_00503		Substrate binding domain of ABC-type glycine betaine transport system	SO:0001217, UniRef:UniRef50_A0A1H5VAX0
CACVWD010000017.1	cds	3005	3526	-	BMNMOC_00504		hypothetical protein	
CACVWD010000017.1	cds	3542	3817	-	BMNMOC_00505		Cysteine-rich small domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3D3WBY0
CACVWD010000017.1	cds	3814	4455	-	BMNMOC_00506		Precorrin-8X methylmutase	SO:0001217, UniRef:UniRef50_A0A3C1WS63
CACVWD010000017.1	cds	4456	5955	-	BMNMOC_00507		Cobyric acid synthase	SO:0001217, UniRef:UniRef50_Q8Y7R3
CACVWD010000017.1	cds	5956	7305	-	BMNMOC_00508		hypothetical protein	PFAM:PF01656.29, PFAM:PF07685.20, PFAM:PF13500.12
CACVWD010000017.1	cds	7298	9265	-	BMNMOC_00509		hypothetical protein	PFAM:PF00590.25, PFAM:PF13847.12
CACVWD010000017.1	cds	9258	9989	-	BMNMOC_00510		Precorrin-3B C(17)-methyltransferase	SO:0001217, UniRef:UniRef50_A0A174D7Z2
CACVWD010000017.1	cds	9982	11010	-	BMNMOC_00511		hypothetical protein	PFAM:PF01890.21, PFAM:PF11760.13, PFAM:PF11761.13
CACVWD010000017.1	cds	11014	11772	-	BMNMOC_00512		Precorrin-4 C(11)-methyltransferase	SO:0001217, UniRef:UniRef50_A0A173S144
CACVWD010000017.1	cds	11769	12455	-	BMNMOC_00513		hypothetical protein	PFAM:PF00590.25
CACVWD010000017.1	cds	12452	13594	-	BMNMOC_00514		Cobalt-precorrin-5B C(1)-methyltransferase	SO:0001217, UniRef:UniRef50_A0A7X8IBN6
CACVWD010000017.1	cds	13587	14639	-	BMNMOC_00515		hypothetical protein	PFAM:PF00155.27
CACVWD010000017.1	cds	14636	15625	-	BMNMOC_00516	cobD	Cobalamin biosynthesis protein CobD	SO:0001217, UniRef:UniRef50_W2BZS5
CACVWD010000017.1	cds	15622	16752	-	BMNMOC_00517		ABC transporter domain-containing protein	SO:0001217, UniRef:UniRef50_R9M7U7
CACVWD010000017.1	cds	16749	17780	-	BMNMOC_00518		ABC-type Fe3+-siderophore transport system permease component	SO:0001217, UniRef:UniRef50_R5L5P4
CACVWD010000017.1	cds	17782	18945	-	BMNMOC_00519		Fe/B12 periplasmic-binding domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0J9C1X7
CACVWD010000017.1	cds	18942	19346	-	BMNMOC_00520		hypothetical protein	
CACVWD010000017.1	cds	19452	20006	-	BMNMOC_00521		hypothetical protein	
CACVWD010000017.1	cds	20025	20768	-	BMNMOC_00522		hypothetical protein	PFAM:PF01903.22
CACVWD010000018.1	cds	1444	2439	+	BMNMOC_00523		hypothetical protein	
CACVWD010000018.1	cds	2449	2694	+	BMNMOC_00524		hypothetical protein	
CACVWD010000018.1	cds	2733	4400	-	BMNMOC_00525		hypothetical protein	
CACVWD010000018.1	cds	4397	4882	-	BMNMOC_00526		hypothetical protein	PFAM:PF04542.20, PFAM:PF04545.22, PFAM:PF08281.18, PFAM:PF13384.12
CACVWD010000018.1	cds	5054	6031	-	BMNMOC_00527		hypothetical protein	
CACVWD010000018.1	cds	6098	6928	-	BMNMOC_00528		hypothetical protein	PFAM:PF01678.24
CACVWD010000018.1	cds	6942	7286	-	BMNMOC_00529		hypothetical protein	PFAM:PF00126.33
CACVWD010000018.1	cds	7560	9032	+	BMNMOC_00530		hypothetical protein	PFAM:PF12673.12
CACVWD010000018.1	cds	9098	10345	-	BMNMOC_00531		hypothetical protein	PFAM:PF00512.31, PFAM:PF02518.31
CACVWD010000018.1	cds	10342	11016	-	BMNMOC_00532		Stage 0 sporulation A-like protein	SO:0001217, UniRef:UniRef50_M1N0F2
CACVWD010000018.1	cds	11070	14183	-	BMNMOC_00533		Isoleucine--tRNA ligase	SO:0001217, UniRef:UniRef50_Q899C3
CACVWD010000018.1	ncRNA-region	14217	14435	-			T-box leader	RFAM:RF00230, SO:0000140
CACVWD010000018.1	cds	14668	15429	+	BMNMOC_00534		hypothetical protein	PFAM:PF13730.12
CACVWD010000018.1	cds	16182	17789	-	BMNMOC_00535		hypothetical protein	PFAM:PF13308.11
CACVWD010000018.1	cds	17804	18469	-	BMNMOC_00536		hypothetical protein	
CACVWD010000018.1	cds	18479	19729	-	BMNMOC_00537		hypothetical protein	
CACVWD010000018.1	tRNA	19871	19946	+	BMNMOC_00538	trnfM	tRNA-fMet(cat)	SO:0000266
CACVWD010000019.1	cds	122	1318	+	BMNMOC_00539		Glutamate dehydrogenase	SO:0001217, UniRef:UniRef50_A0A3C0BA45
CACVWD010000019.1	cds	1401	1802	-	BMNMOC_00540		hypothetical protein	
CACVWD010000019.1	cds	1855	2487	-	BMNMOC_00541		hypothetical protein	PFAM:PF01381.28, PFAM:PF12844.13, PFAM:PF13560.12
CACVWD010000019.1	cds	2681	3370	+	BMNMOC_00542		hypothetical protein	PFAM:PF13472.12
CACVWD010000019.1	cds	3421	4599	-	BMNMOC_00543		hypothetical protein	
CACVWD010000019.1	cds	4730	5200	-	BMNMOC_00544	carD	RNA polymerase-binding transcription factor CarD	SO:0001217, UniRef:UniRef50_A0A1V5Y661
CACVWD010000019.1	cds	5334	6836	-	BMNMOC_00545		hypothetical protein	
CACVWD010000019.1	cds	6971	7900	+	BMNMOC_00546		hypothetical protein	
CACVWD010000019.1	cds	7990	9039	+	BMNMOC_00547		hypothetical protein	PFAM:PF00149.33
CACVWD010000019.1	cds	9096	10175	-	BMNMOC_00548		hypothetical protein	PFAM:PF04055.27, PFAM:PF13353.11
CACVWD010000019.1	cds	10201	10506	-	BMNMOC_00549		hypothetical protein	
CACVWD010000019.1	cds	10519	10827	-	BMNMOC_00550		hypothetical protein	
CACVWD010000019.1	cds	10924	11931	-	BMNMOC_00551		ribose-phosphate diphosphokinase	SO:0001217, UniRef:UniRef50_A0A3B0CEI9
CACVWD010000019.1	cds	12030	12635	-	BMNMOC_00552		hypothetical protein	
CACVWD010000019.1	cds	12671	13366	-	BMNMOC_00553		RNA polymerase sigma factor	SO:0001217, UniRef:UniRef50_A0A2G2MMA0
CACVWD010000019.1	cds	13491	14639	-	BMNMOC_00554		Endolytic murein transglycosylase	SO:0001217, UniRef:UniRef50_R5AFQ9
CACVWD010000019.1	cds	14670	15008	-	BMNMOC_00555		hypothetical protein	
CACVWD010000019.1	cds	15005	16651	-	BMNMOC_00556		Ribonuclease J	SO:0001217, UniRef:UniRef50_A0A1V5Y5V8
CACVWD010000019.1	cds	16666	17310	-	BMNMOC_00557		hypothetical protein	
CACVWD010000019.1	cds	17347	17592	-	BMNMOC_00558		hypothetical protein	
CACVWD010000020.1	cds	18	152	+	BMNMOC_00559		hypothetical protein	
CACVWD010000020.1	cds	149	1354	+	BMNMOC_00560		hypothetical protein	PFAM:PF02272.25, PFAM:PF07973.19
CACVWD010000020.1	cds	1561	3270	+	BMNMOC_00561		hypothetical protein	PFAM:PF01471.23, PFAM:PF05257.22, PFAM:PF08823.16, PFAM:PF09374.15
CACVWD010000020.1	cds	3429	3956	+	BMNMOC_00562		hypothetical protein	PFAM:PF04542.20, PFAM:PF04545.22, PFAM:PF08281.18
CACVWD010000020.1	cds	3953	5563	+	BMNMOC_00563		hypothetical protein	
CACVWD010000020.1	cds	5618	8200	-	BMNMOC_00564	clpB	Chaperone protein ClpB	SO:0001217, UniRef:UniRef50_A0A847JZK6
CACVWD010000020.1	ncRNA-region	8490	8572	+			Glycine riboswitch aptamer	RFAM:RF00504, SO:0000035
CACVWD010000020.1	ncRNA-region	8573	8664	+			Glycine riboswitch aptamer	RFAM:RF00504, SO:0000035
CACVWD010000020.1	cds	8764	10002	+	BMNMOC_00565		hypothetical protein	PFAM:PF01571.26, PFAM:PF08669.17
CACVWD010000020.1	cds	10045	10419	+	BMNMOC_00566		Glycine cleavage system H protein	SO:0001217, UniRef:UniRef50_A0A1I7HJM6
CACVWD010000020.1	cds	10422	11735	+	BMNMOC_00567		putative glycine dehydrogenase (decarboxylating) subunit 1	SO:0001217, UniRef:UniRef50_A0A1M6SPD2
CACVWD010000020.1	cds	11732	13135	+	BMNMOC_00568		putative glycine dehydrogenase (decarboxylating) subunit 2	SO:0001217, UniRef:UniRef50_A7HLP1
CACVWD010000020.1	cds	13132	14106	+	BMNMOC_00569		lipoate--protein ligase	SO:0001217, UniRef:UniRef50_I2F6P5
CACVWD010000020.1	cds	14108	15472	+	BMNMOC_00570		Dihydrolipoyl dehydrogenase	SO:0001217, UniRef:UniRef50_A0A810Q7H8
CACVWD010000020.1	cds	15957	16085	+	BMNMOC_00571		hypothetical protein	
CACVWD010000020.1	cds	16170	18545	-	BMNMOC_00572		Leucine--tRNA ligase	SO:0001217, UniRef:UniRef50_A0A7X5IR94
CACVWD010000020.1	cds	18671	19615	+	BMNMOC_00573		hypothetical protein	
CACVWD010000020.1	cds	19660	20805	-	BMNMOC_00574		hypothetical protein	PFAM:PF01551.29
CACVWD010000020.1	cds	20932	22884	+	BMNMOC_00575	glgB	1,4-alpha-glucan branching enzyme GlgB	SO:0001217, UniRef:UniRef50_A0A1V5GMU4
CACVWD010000020.1	cds	22884	24122	+	BMNMOC_00576		Glucose-1-phosphate adenylyltransferase	SO:0001217, UniRef:UniRef50_A0A174C632
CACVWD010000020.1	cds	24119	25246	+	BMNMOC_00577	glgD	Glucose-1-phosphate adenylyltransferase subunit GlgD	SO:0001217, UniRef:UniRef50_A0A8J6IP83
CACVWD010000020.1	cds	25268	26833	+	BMNMOC_00578		Glycogen synthase	SO:0001217, UniRef:UniRef50_A0A350UC25
CACVWD010000020.1	cds	27012	27785	+	BMNMOC_00579		Uncharacterized protein PP_0002	SO:0001217, UniRef:UniRef50_P0A149
CACVWD010000020.1	cds	27778	28641	+	BMNMOC_00580		hypothetical protein	PFAM:PF01381.28, PFAM:PF17762.7, PFAM:PF23552.1
CACVWD010000020.1	cds	28702	30021	-	BMNMOC_00581		AAA+ ATPase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R1GTJ2
CACVWD010000020.1	cds	30148	30855	-	BMNMOC_00582		hypothetical protein	PFAM:PF09479.16
CACVWD010000021.1	cds	25	891	+	BMNMOC_00583		hypothetical protein	
CACVWD010000021.1	cds	1072	1731	+	BMNMOC_00584		hypothetical protein	PFAM:PF09186.17
CACVWD010000021.1	cds	1728	4211	+	BMNMOC_00585		hypothetical protein	
CACVWD010000021.1	cds	4217	5155	+	BMNMOC_00586		hypothetical protein	PFAM:PF00326.27, PFAM:PF00561.26, PFAM:PF03959.19, PFAM:PF12146.15
CACVWD010000021.1	cds	5131	6000	-	BMNMOC_00587		hypothetical protein	
CACVWD010000021.1	cds	6073	7164	+	BMNMOC_00588		hypothetical protein	PFAM:PF03959.19
CACVWD010000021.1	cds	7361	8086	+	BMNMOC_00589		hypothetical protein	
CACVWD010000021.1	cds	8079	8288	+	BMNMOC_00590		hypothetical protein	
CACVWD010000021.1	cds	8304	8495	+	BMNMOC_00591		hypothetical protein	
CACVWD010000021.1	cds	8536	9066	-	BMNMOC_00592		hypothetical protein	PFAM:PF04014.23, PFAM:PF15714.11
CACVWD010000021.1	cds	9168	9809	+	BMNMOC_00593		hypothetical protein	
CACVWD010000021.1	cds	9882	10898	+	BMNMOC_00594		UDP-glucose 4-epimerase	SO:0001217, UniRef:UniRef50_A9NH32
CACVWD010000021.1	cds	10946	11776	-	BMNMOC_00595		hypothetical protein	PFAM:PF01261.30
CACVWD010000021.1	cds	11779	12108	-	BMNMOC_00596		DUF3784 domain-containing protein	SO:0001217, UniRef:UniRef50_E7MNI4
CACVWD010000021.1	cds	12157	12948	-	BMNMOC_00597		hypothetical protein	PFAM:PF00106.31, PFAM:PF13561.12, PFAM:PF23441.1
CACVWD010000021.1	cds	12938	14113	-	BMNMOC_00598		2-amino-3-ketobutyrate CoA ligase	SO:0001217, UniRef:UniRef50_A0A810PYU6
CACVWD010000021.1	tRNA	14286	14362	+	BMNMOC_00599	trnV	tRNA-Val(gac)	SO:0000273
CACVWD010000021.1	ncRNA	14368	14547	+	BMNMOC_00600	6S	6S / SsrS RNA	RFAM:RF00013, SO:0000655
CACVWD010000021.1	tRNA	14557	14630	+	BMNMOC_00601	trnQ	tRNA-Gln(ctg)	SO:0000261
CACVWD010000021.1	ncRNA	14664	14736	+	BMNMOC_00602	Gut-1	Gut-1 RNA	RFAM:RF01706, SO:0000655
CACVWD010000021.1	cds	14943	15308	+	BMNMOC_00603		Lactoylglutathione lyase and related lyases	SO:0001217, UniRef:UniRef50_D7GU88
CACVWD010000021.1	cds	15557	15919	+	BMNMOC_00604		BlaI/MecI/CopY family transcriptional regulator	SO:0001217, UniRef:UniRef50_R7C6N5
CACVWD010000021.1	cds	16515	16997	+	BMNMOC_00605		hypothetical protein	
CACVWD010000022.1	cds	93	2240	+	BMNMOC_00606		S1 motif domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1H2RL22
CACVWD010000022.1	cds	2290	3702	-	BMNMOC_00607		hypothetical protein	PFAM:PF00079.25
CACVWD010000022.1	cds	3740	4396	-	BMNMOC_00608		hypothetical protein	
CACVWD010000022.1	cds	4431	5642	-	BMNMOC_00609		Imidazolonepropionase	SO:0001217, UniRef:UniRef50_A0A140LDQ1
CACVWD010000022.1	cds	5639	6535	-	BMNMOC_00610		Glutamate formimidoyltransferase	SO:0001217, UniRef:UniRef50_Q99XR4
CACVWD010000022.1	cds	6549	8549	-	BMNMOC_00611		Urocanate hydratase	SO:0001217, UniRef:UniRef50_G4Q804
CACVWD010000022.1	cds	8569	10119	-	BMNMOC_00612		Histidine ammonia-lyase	SO:0001217, UniRef:UniRef50_B9E7E0
CACVWD010000022.1	cds	10336	11622	+	BMNMOC_00613		5-methylthioadenosine/S-adenosylhomocysteine deaminase	SO:0001217, UniRef:UniRef50_A0A1I4EZS1
CACVWD010000022.1	cds	11623	12351	+	BMNMOC_00614		hypothetical protein	
CACVWD010000022.1	cds	12466	12600	+	BMNMOC_00615		Large ribosomal subunit protein bL34	SO:0001217, UniRef:UniRef50_A0A7X8E9T5
CACVWD010000022.1	cds	12677	13051	+	BMNMOC_00616		hypothetical protein	
CACVWD010000022.1	cds	13150	13287	+	BMNMOC_00617		hypothetical protein	
CACVWD010000022.1	cds	13284	14360	+	BMNMOC_00618		hypothetical protein	
CACVWD010000022.1	cds	14357	15169	+	BMNMOC_00619		hypothetical protein	PFAM:PF01424.28, PFAM:PF13083.13, PFAM:PF14804.11
CACVWD010000022.1	cds	15237	16538	+	BMNMOC_00620		hypothetical protein	PFAM:PF00350.29, PFAM:PF02421.24, PFAM:PF04548.22
CACVWD010000022.1	cds	16665	16967	+	BMNMOC_00621		hypothetical protein	
CACVWD010000023.1	cds	50	949	+	BMNMOC_00622		hypothetical protein	
CACVWD010000023.1	cds	1308	3065	+	BMNMOC_00623		Uridine kinase	SO:0001217, UniRef:UniRef50_A0A644WIT6
CACVWD010000023.1	cds	3076	4188	+	BMNMOC_00624		hypothetical protein	
CACVWD010000023.1	cds	4185	5237	+	BMNMOC_00625		tRNA N6-adenosine threonylcarbamoyltransferase	SO:0001217, UniRef:UniRef50_Q18CP0
CACVWD010000023.1	cds	5247	6647	+	BMNMOC_00626	norM	putative multidrug resistance protein NorM	SO:0001217, UniRef:UniRef50_A0A939ZY77
CACVWD010000023.1	cds	6991	8445	-	BMNMOC_00627		hypothetical protein	PFAM:PF02518.31, PFAM:PF13589.12
CACVWD010000023.1	cds	8653	10422	+	BMNMOC_00628		hypothetical protein	PFAM:PF00135.34, PFAM:PF07859.19, PFAM:PF20434.5
CACVWD010000023.1	cds	10513	11445	+	BMNMOC_00629		hypothetical protein	PFAM:PF13472.12
CACVWD010000023.1	cds	11462	12040	+	BMNMOC_00630		hypothetical protein	
CACVWD010000023.1	cds	12040	13434	+	BMNMOC_00631		MBOAT family protein	SO:0001217, UniRef:UniRef50_F3ALY5
CACVWD010000023.1	cds	13449	14570	+	BMNMOC_00632		hypothetical protein	PFAM:PF16822.11
CACVWD010000023.1	ncRNA-region	14616	14824	+			T-box leader	RFAM:RF00230, SO:0000140
CACVWD010000023.1	cds	14862	15887	+	BMNMOC_00633		Phenylalanine--tRNA ligase alpha subunit	SO:0001217, UniRef:UniRef50_A0A373J1K4
CACVWD010000023.1	cds	15900	18260	+	BMNMOC_00634		Phenylalanine--tRNA ligase beta subunit	SO:0001217, UniRef:UniRef50_A0A1M6CKQ0
CACVWD010000023.1	cds	18273	19016	+	BMNMOC_00635		NH(3)-dependent NAD(+) synthetase	SO:0001217, UniRef:UniRef50_A0A6G7Y067
CACVWD010000023.1	cds	19013	19786	+	BMNMOC_00636		hypothetical protein	PFAM:PF01614.24, PFAM:PF09339.16
CACVWD010000023.1	cds	19886	21460	+	BMNMOC_00637		hypothetical protein	PFAM:PF01979.26, PFAM:PF07969.17
CACVWD010000023.1	cds	21470	22450	+	BMNMOC_00638		hypothetical protein	PFAM:PF13280.11
CACVWD010000023.1	cds	22521	22901	-	BMNMOC_00639		hypothetical protein	
CACVWD010000023.1	cds	23132	23293	-	BMNMOC_00640		Rubredoxin 3	SO:0001217, UniRef:UniRef50_P58025
CACVWD010000024.1	cds	38	628	+	BMNMOC_00641		hypothetical protein	PFAM:PF00232.24
CACVWD010000024.1	cds	1140	2291	-	BMNMOC_00642	yurJ	Uncharacterized ABC transporter ATP-binding protein YurJ	SO:0001217, UniRef:UniRef50_O32151
CACVWD010000024.1	ncRNA-region	2286	2463	-			malK-I RNA	RFAM:RF03069, SO:0005836
CACVWD010000024.1	cds	2469	4880	-	BMNMOC_00643		Glycosyl transferase	SO:0001217, UniRef:UniRef50_A0A167GRX8
CACVWD010000024.1	cds	5120	6130	+	BMNMOC_00644		Purine nucleotide synthesis repressor	SO:0001217, UniRef:UniRef50_A0A449BF78
CACVWD010000024.1	cds	6206	7516	+	BMNMOC_00645		ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A9E1EY83
CACVWD010000024.1	cds	7591	8625	+	BMNMOC_00646	malF	Maltose transport system permease protein malF	SO:0001217, UniRef:UniRef50_A0A174JA88
CACVWD010000024.1	cds	8622	9482	+	BMNMOC_00647	ycjP	Inner membrane ABC transporter permease protein ycjP	SO:0001217, UniRef:UniRef50_A0A174ZZV4
CACVWD010000024.1	cds	9562	10590	+	BMNMOC_00648		Endoglucanase C307	SO:0001217, UniRef:UniRef50_A7VBS6
CACVWD010000024.1	cds	10596	11600	+	BMNMOC_00649		hypothetical protein	PFAM:PF00150.24
CACVWD010000024.1	cds	11973	13160	-	BMNMOC_00650		hypothetical protein	PFAM:PF00165.29, PFAM:PF12833.13
CACVWD010000024.1	cds	13275	15605	+	BMNMOC_00651		Fibronectin type III-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1E8YJ34
CACVWD010000024.1	cds	15621	16046	+	BMNMOC_00652		hypothetical protein	
CACVWD010000025.1	cds	140	718	+	BMNMOC_00653		hypothetical protein	
CACVWD010000025.1	cds	811	2385	+	BMNMOC_00654		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A2A7MF41
CACVWD010000025.1	cds	2382	3509	+	BMNMOC_00655		hypothetical protein	
CACVWD010000025.1	cds	3506	4498	+	BMNMOC_00656		Branched-chain amino acid transport system / permease component	SO:0001217, UniRef:UniRef50_A0A645C4A9
CACVWD010000025.1	cds	4710	5279	+	BMNMOC_00657		hypothetical protein	
CACVWD010000025.1	cds	5266	5682	+	BMNMOC_00658		hypothetical protein	
