#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
CACVWD010000014.1	79	1350	+	BMNMOC_00423	47.4	4.6		
CACVWD010000014.1	1347	1541	+	BMNMOC_00424	7.6	5.0		
CACVWD010000014.1	1553	2137	+	BMNMOC_00425	21.4	5.1		
CACVWD010000014.1	2110	2793	+	BMNMOC_00426	24.7	5.2	PF19289.4|PmbA_TldD_3rd	PFAM:PF19289.4
CACVWD010000014.1	5246	6775	-	BMNMOC_00429	56.9	4.6		
CACVWD010000014.1	6845	7969	-	BMNMOC_00430	41.0	7.0	PF00512.31|HisKA, PF02518.31|HATPase_c	PFAM:PF00512.31, PFAM:PF02518.31
CACVWD010000014.1	10784	11497	-	BMNMOC_00433	27.0	5.1		
CACVWD010000014.1	11494	12357	-	BMNMOC_00434	32.2	4.9		
CACVWD010000014.1	17259	17933	-	BMNMOC_00439	24.1	4.4	PF13648.12|Lipocalin_4	PFAM:PF13648.12
CACVWD010000014.1	20454	20966	+	BMNMOC_00443	19.5	6.3	PF04545.22|Sigma70_r4, PF08281.18|Sigma70_r4_2	PFAM:PF04545.22, PFAM:PF08281.18
CACVWD010000014.1	20963	22627	+	BMNMOC_00444	60.7	4.3		
CACVWD010000015.1	2649	3806	+	BMNMOC_00449	43.8	6.2	PF01420.25|Methylase_S	PFAM:PF01420.25
CACVWD010000015.1	3806	4402	+	BMNMOC_00450	23.6	5.3		
CACVWD010000015.1	4424	5377	+	BMNMOC_00451	36.2	5.9		
CACVWD010000015.1	5412	5645	+	BMNMOC_00452	9.2	5.3		
CACVWD010000015.1	9042	9536	-	BMNMOC_00454	18.9	4.6	PF24585.1|YunG	PFAM:PF24585.1
CACVWD010000015.1	11189	11368	+	BMNMOC_00456	7.1	5.6		
CACVWD010000015.1	11429	11998	+	BMNMOC_00457	22.1	8.3	PF01381.28|HTH_3, PF15731.11|MqsA_antitoxin	PFAM:PF01381.28, PFAM:PF15731.11
CACVWD010000015.1	12678	13163	+	BMNMOC_00458	18.1	6.2	PF01381.28|HTH_3	PFAM:PF01381.28
CACVWD010000015.1	13156	13581	+	BMNMOC_00459	15.6	9.6		
CACVWD010000015.1	14427	14564	+	BMNMOC_00460	5.4	4.5		
CACVWD010000015.1	15071	15274	+	BMNMOC_00461	7.4	9.2	PF01381.28|HTH_3, PF13560.12|HTH_31	PFAM:PF01381.28, PFAM:PF13560.12
CACVWD010000015.1	15597	16376	+	BMNMOC_00463	29.6	9.5	PF07804.18|HipA_C	PFAM:PF07804.18
CACVWD010000015.1	17773	18474	-	BMNMOC_00465	27.8	4.8		
CACVWD010000015.1	18508	19002	-	BMNMOC_00466	19.5	7.7		
CACVWD010000015.1	22500	23168	-	BMNMOC_00470	24.4	5.3		
CACVWD010000015.1	23165	24385	-	BMNMOC_00471	43.8	6.7	PF01047.28|MarR	PFAM:PF01047.28
CACVWD010000015.1	24386	25312	-	BMNMOC_00472	33.7	9.7	PF00892.27|EamA	PFAM:PF00892.27
CACVWD010000015.1	25309	26406	-	BMNMOC_00473	39.3	5.8	PF00465.25|Fe-ADH, PF25137.1|ADH_Fe_C	PFAM:PF00465.25, PFAM:PF25137.1
CACVWD010000015.1	30202	31653	-	BMNMOC_00478	53.8	9.3		
CACVWD010000015.1	31671	33653	-	BMNMOC_00479	74.6	6.0	PF01055.32|Glyco_hydro_31_2nd, PF21365.3|Glyco_hydro_31_3rd	PFAM:PF01055.32, PFAM:PF21365.3
CACVWD010000015.1	38771	39382	-	BMNMOC_00484	22.4	5.6	PF00294.29|PfkB	PFAM:PF00294.29
CACVWD010000016.1	257	805	+	BMNMOC_00485	19.9	9.1		
CACVWD010000016.1	712	1629	-	BMNMOC_00486	34.3	9.1	PF01695.23|IstB_IS21	PFAM:PF01695.23
CACVWD010000016.1	1626	2768	-	BMNMOC_00487	43.2	5.4		
CACVWD010000016.1	2914	4056	+	BMNMOC_00488	42.0	5.2		
CACVWD010000016.1	4058	4735	+	BMNMOC_00489	24.9	7.1	PF05175.20|MTS, PF08241.18|Methyltransf_11, PF13649.12|Methyltransf_25, PF13847.12|Methyltransf_31	PFAM:PF05175.20, PFAM:PF08241.18, PFAM:PF13649.12, PFAM:PF13847.12
CACVWD010000016.1	4875	5276	+	BMNMOC_00490	15.2	6.9	PF08769.17|Spo0A_C	PFAM:PF08769.17
CACVWD010000016.1	5316	6740	-	BMNMOC_00491	52.4	4.8		
CACVWD010000016.1	7692	8522	-	BMNMOC_00493	31.1	8.8		
CACVWD010000016.1	8689	9246	-	BMNMOC_00494	20.7	9.7		
CACVWD010000016.1	16942	17706	+	BMNMOC_00497	28.8	8.9		
CACVWD010000017.1	69	2051	+	BMNMOC_00502	74.2	9.3	PF00069.31|Pkinase, PF03109.22|ABC1, PF07714.23|PK_Tyr_Ser-Thr	PFAM:PF00069.31, PFAM:PF03109.22, PFAM:PF07714.23
CACVWD010000017.1	3005	3526	-	BMNMOC_00504	20.0	5.3		
CACVWD010000017.1	5956	7305	-	BMNMOC_00508	48.2	5.6	PF01656.29|CbiA, PF07685.20|GATase_3, PF13500.12|AAA_26	PFAM:PF01656.29, PFAM:PF07685.20, PFAM:PF13500.12
CACVWD010000017.1	7298	9265	-	BMNMOC_00509	70.2	5.7	PF00590.25|TP_methylase, PF13847.12|Methyltransf_31	PFAM:PF00590.25, PFAM:PF13847.12
CACVWD010000017.1	9982	11010	-	BMNMOC_00511	36.2	5.4	PF01890.21|CbiG_C, PF11760.13|CbiG_N, PF11761.13|CbiG_mid	PFAM:PF01890.21, PFAM:PF11760.13, PFAM:PF11761.13
CACVWD010000017.1	11769	12455	-	BMNMOC_00513	24.3	5.3	PF00590.25|TP_methylase	PFAM:PF00590.25
CACVWD010000017.1	13587	14639	-	BMNMOC_00515	38.3	5.6	PF00155.27|Aminotran_1_2	PFAM:PF00155.27
CACVWD010000017.1	18942	19346	-	BMNMOC_00520	14.3	5.0		
CACVWD010000017.1	19452	20006	-	BMNMOC_00521	19.6	4.6		
CACVWD010000017.1	20025	20768	-	BMNMOC_00522	26.5	4.6	PF01903.22|CbiX	PFAM:PF01903.22
CACVWD010000018.1	1444	2439	+	BMNMOC_00523	37.5	5.0		
CACVWD010000018.1	2449	2694	+	BMNMOC_00524	9.2	6.1		
CACVWD010000018.1	2733	4400	-	BMNMOC_00525	60.5	4.5		
CACVWD010000018.1	4397	4882	-	BMNMOC_00526	18.6	8.6	PF04542.20|Sigma70_r2, PF04545.22|Sigma70_r4, PF08281.18|Sigma70_r4_2, PF13384.12|HTH_23	PFAM:PF04542.20, PFAM:PF04545.22, PFAM:PF08281.18, PFAM:PF13384.12
CACVWD010000018.1	5054	6031	-	BMNMOC_00527	36.0	4.9		
CACVWD010000018.1	6098	6928	-	BMNMOC_00528	29.6	5.6	PF01678.24|DAP_epimerase	PFAM:PF01678.24
CACVWD010000018.1	6942	7286	-	BMNMOC_00529	12.7	5.6	PF00126.33|HTH_1	PFAM:PF00126.33
CACVWD010000018.1	7560	9032	+	BMNMOC_00530	52.9	5.0	PF12673.12|SipL	PFAM:PF12673.12
CACVWD010000018.1	9098	10345	-	BMNMOC_00531	47.6	7.0	PF00512.31|HisKA, PF02518.31|HATPase_c	PFAM:PF00512.31, PFAM:PF02518.31
CACVWD010000018.1	14668	15429	+	BMNMOC_00534	28.4	8.8	PF13730.12|HTH_36	PFAM:PF13730.12
CACVWD010000018.1	16182	17789	-	BMNMOC_00535	59.0	4.9	PF13308.11|YARHG	PFAM:PF13308.11
CACVWD010000018.1	17804	18469	-	BMNMOC_00536	24.5	4.3		
CACVWD010000018.1	18479	19729	-	BMNMOC_00537	47.2	4.8		
CACVWD010000019.1	1401	1802	-	BMNMOC_00540	14.1	7.7		
CACVWD010000019.1	1855	2487	-	BMNMOC_00541	23.7	9.5	PF01381.28|HTH_3, PF12844.13|HTH_19, PF13560.12|HTH_31	PFAM:PF01381.28, PFAM:PF12844.13, PFAM:PF13560.12
CACVWD010000019.1	2681	3370	+	BMNMOC_00542	26.0	5.6	PF13472.12|Lipase_GDSL_2	PFAM:PF13472.12
CACVWD010000019.1	3421	4599	-	BMNMOC_00543	43.1	5.2		
CACVWD010000019.1	5334	6836	-	BMNMOC_00545	55.2	4.7		
CACVWD010000019.1	6971	7900	+	BMNMOC_00546	34.2	8.2		
CACVWD010000019.1	7990	9039	+	BMNMOC_00547	38.9	5.0	PF00149.33|Metallophos	PFAM:PF00149.33
CACVWD010000019.1	9096	10175	-	BMNMOC_00548	40.6	5.4	PF04055.27|Radical_SAM, PF13353.11|Fer4_12	PFAM:PF04055.27, PFAM:PF13353.11
CACVWD010000019.1	10201	10506	-	BMNMOC_00549	10.7	4.2		
CACVWD010000019.1	10519	10827	-	BMNMOC_00550	10.8	4.1		
CACVWD010000019.1	12030	12635	-	BMNMOC_00552	21.4	5.7		
CACVWD010000019.1	14670	15008	-	BMNMOC_00555	12.7	4.7		
CACVWD010000019.1	16666	17310	-	BMNMOC_00557	24.0	8.9		
CACVWD010000019.1	17347	17592	-	BMNMOC_00558	9.2	4.6		
CACVWD010000020.1	18	152	+	BMNMOC_00559	4.5	4.1		
CACVWD010000020.1	149	1354	+	BMNMOC_00560	43.3	5.9	PF02272.25|DHHA1, PF07973.19|tRNA_SAD	PFAM:PF02272.25, PFAM:PF07973.19
CACVWD010000020.1	1561	3270	+	BMNMOC_00561	62.8	5.6	PF01471.23|PG_binding_1, PF05257.22|CHAP, PF08823.16|PG_binding_2, PF09374.15|PG_binding_3	PFAM:PF01471.23, PFAM:PF05257.22, PFAM:PF08823.16, PFAM:PF09374.15
CACVWD010000020.1	3429	3956	+	BMNMOC_00562	21.2	6.8	PF04542.20|Sigma70_r2, PF04545.22|Sigma70_r4, PF08281.18|Sigma70_r4_2	PFAM:PF04542.20, PFAM:PF04545.22, PFAM:PF08281.18
CACVWD010000020.1	3953	5563	+	BMNMOC_00563	60.7	4.6		
CACVWD010000020.1	8764	10002	+	BMNMOC_00565	45.5	5.4	PF01571.26|GCV_T, PF08669.17|GCV_T_C	PFAM:PF01571.26, PFAM:PF08669.17
CACVWD010000020.1	15957	16085	+	BMNMOC_00571	5.2	7.9		
CACVWD010000020.1	18671	19615	+	BMNMOC_00573	34.7	4.8		
CACVWD010000020.1	19660	20805	-	BMNMOC_00574	41.3	5.5	PF01551.29|Peptidase_M23	PFAM:PF01551.29
CACVWD010000020.1	27778	28641	+	BMNMOC_00580	32.0	6.3	PF01381.28|HTH_3, PF17762.7|HTH_ParB, PF23552.1|ParB_dimer	PFAM:PF01381.28, PFAM:PF17762.7, PFAM:PF23552.1
CACVWD010000020.1	30148	30855	-	BMNMOC_00582	24.7	4.5	PF09479.16|Flg_new	PFAM:PF09479.16
CACVWD010000021.1	25	891	+	BMNMOC_00583	31.7	5.8		
CACVWD010000021.1	1072	1731	+	BMNMOC_00584	24.9	6.0	PF09186.17|DUF1949	PFAM:PF09186.17
CACVWD010000021.1	1728	4211	+	BMNMOC_00585	93.1	5.0		
CACVWD010000021.1	4217	5155	+	BMNMOC_00586	35.0	6.1	PF00326.27|Peptidase_S9, PF00561.26|Abhydrolase_1, PF03959.19|FSH1, PF12146.15|Hydrolase_4	PFAM:PF00326.27, PFAM:PF00561.26, PFAM:PF03959.19, PFAM:PF12146.15
CACVWD010000021.1	5131	6000	-	BMNMOC_00587	31.9	6.9		
CACVWD010000021.1	6073	7164	+	BMNMOC_00588	41.5	5.7	PF03959.19|FSH1	PFAM:PF03959.19
CACVWD010000021.1	7361	8086	+	BMNMOC_00589	27.1	9.3		
CACVWD010000021.1	8079	8288	+	BMNMOC_00590	7.5	5.8		
CACVWD010000021.1	8304	8495	+	BMNMOC_00591	6.7	6.0		
CACVWD010000021.1	8536	9066	-	BMNMOC_00592	19.1	6.6	PF04014.23|MazE_antitoxin, PF15714.11|SpoVT_C	PFAM:PF04014.23, PFAM:PF15714.11
CACVWD010000021.1	9168	9809	+	BMNMOC_00593	23.0	4.7		
CACVWD010000021.1	10946	11776	-	BMNMOC_00595	31.2	5.0	PF01261.30|AP_endonuc_2	PFAM:PF01261.30
CACVWD010000021.1	12157	12948	-	BMNMOC_00597	28.5	9.4	PF00106.31|adh_short, PF13561.12|adh_short_C2, PF23441.1|SDR	PFAM:PF00106.31, PFAM:PF13561.12, PFAM:PF23441.1
CACVWD010000021.1	16515	16997	+	BMNMOC_00605	18.0	9.9		
CACVWD010000022.1	2290	3702	-	BMNMOC_00607	51.8	4.3	PF00079.25|Serpin	PFAM:PF00079.25
CACVWD010000022.1	3740	4396	-	BMNMOC_00608	23.2	4.7		
CACVWD010000022.1	11623	12351	+	BMNMOC_00614	27.9	8.4		
CACVWD010000022.1	12677	13051	+	BMNMOC_00616	14.1	11.3		
CACVWD010000022.1	13150	13287	+	BMNMOC_00617	5.1	9.7		
CACVWD010000022.1	13284	14360	+	BMNMOC_00618	40.8	9.1		
CACVWD010000022.1	14357	15169	+	BMNMOC_00619	31.0	6.7	PF01424.28|R3H, PF13083.13|KH_KhpA-B, PF14804.11|Jag_N	PFAM:PF01424.28, PFAM:PF13083.13, PFAM:PF14804.11
CACVWD010000022.1	15237	16538	+	BMNMOC_00620	46.8	4.8	PF00350.29|Dynamin_N, PF02421.24|FeoB_N, PF04548.22|AIG1	PFAM:PF00350.29, PFAM:PF02421.24, PFAM:PF04548.22
CACVWD010000022.1	16665	16967	+	BMNMOC_00621	11.9	6.9		
CACVWD010000023.1	50	949	+	BMNMOC_00622	34.4	5.4		
CACVWD010000023.1	3076	4188	+	BMNMOC_00624	41.2	4.6		
CACVWD010000023.1	6991	8445	-	BMNMOC_00627	56.0	9.1	PF02518.31|HATPase_c, PF13589.12|HATPase_c_3	PFAM:PF02518.31, PFAM:PF13589.12
CACVWD010000023.1	8653	10422	+	BMNMOC_00628	65.3	4.9	PF00135.34|COesterase, PF07859.19|Abhydrolase_3, PF20434.5|BD-FAE	PFAM:PF00135.34, PFAM:PF07859.19, PFAM:PF20434.5
CACVWD010000023.1	10513	11445	+	BMNMOC_00629	33.8	4.6	PF13472.12|Lipase_GDSL_2	PFAM:PF13472.12
CACVWD010000023.1	11462	12040	+	BMNMOC_00630	20.5	4.1		
CACVWD010000023.1	13449	14570	+	BMNMOC_00632	42.4	5.4	PF16822.11|ALGX	PFAM:PF16822.11
CACVWD010000023.1	19013	19786	+	BMNMOC_00636	28.1	6.0	PF01614.24|IclR_C, PF09339.16|HTH_IclR	PFAM:PF01614.24, PFAM:PF09339.16
CACVWD010000023.1	19886	21460	+	BMNMOC_00637	56.5	5.8	PF01979.26|Amidohydro_1, PF07969.17|Amidohydro_3	PFAM:PF01979.26, PFAM:PF07969.17
CACVWD010000023.1	21470	22450	+	BMNMOC_00638	37.3	6.1	PF13280.11|WYL	PFAM:PF13280.11
CACVWD010000023.1	22521	22901	-	BMNMOC_00639	14.2	5.5		
CACVWD010000024.1	38	628	+	BMNMOC_00641	22.1	5.7	PF00232.24|Glyco_hydro_1	PFAM:PF00232.24
CACVWD010000024.1	10596	11600	+	BMNMOC_00649	36.9	4.9	PF00150.24|Cellulase	PFAM:PF00150.24
CACVWD010000024.1	11973	13160	-	BMNMOC_00650	45.3	7.7	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
CACVWD010000024.1	15621	16046	+	BMNMOC_00652	15.9	10.1		
CACVWD010000025.1	140	718	+	BMNMOC_00653	20.0	4.2		
CACVWD010000025.1	2382	3509	+	BMNMOC_00655	40.1	9.5		
CACVWD010000025.1	4710	5279	+	BMNMOC_00657	20.7	11.6		
CACVWD010000025.1	5266	5682	+	BMNMOC_00658	14.9	5.1		
CACVWD010000025.1	5679	6776	+	BMNMOC_00659	39.2	5.3	PF00768.25|Peptidase_S11, PF07943.18|PBP5_C, PF13354.11|Beta-lactamase2	PFAM:PF00768.25, PFAM:PF07943.18, PFAM:PF13354.11
CACVWD010000025.1	10662	12059	+	BMNMOC_00663	51.4	9.9		
CACVWD010000026.1	7476	8309	+	BMNMOC_00674	31.6	8.9		
CACVWD010000026.1	8373	9683	-	BMNMOC_00675	48.1	4.4	PF14620.12|YPEB_PepSY1-2, PF20769.2|YPEB_N	PFAM:PF14620.12, PFAM:PF20769.2
CACVWD010000026.1	10356	10901	-	BMNMOC_00677	19.8	5.1		
CACVWD010000026.1	11015	11545	+	BMNMOC_00678	20.1	5.9		
CACVWD010000026.1	11542	12132	+	BMNMOC_00679	21.2	5.6	PF12706.13|Lactamase_B_2, PF13483.12|Lactamase_B_3	PFAM:PF12706.13, PFAM:PF13483.12
CACVWD010000026.1	12183	13202	-	BMNMOC_00680	37.5	4.8	PF09992.14|NAGPA	PFAM:PF09992.14
CACVWD010000026.1	13204	13713	-	BMNMOC_00681	18.2	4.1		
CACVWD010000026.1	14751	15275	-	BMNMOC_00683	19.5	10.9		
CACVWD010000027.1	41	3292	+	BMNMOC_00684	122.0	5.1	PF02463.25|SMC_N, PF06470.18|SMC_hinge	PFAM:PF02463.25, PFAM:PF06470.18
CACVWD010000027.1	4339	5772	+	BMNMOC_00686	54.7	9.9		
CACVWD010000027.1	5782	7194	+	BMNMOC_00687	52.5	4.9		
CACVWD010000027.1	7199	8650	+	BMNMOC_00688	51.7	4.8	PF13540.12|RCC1_2, PF14559.12|TPR_19	PFAM:PF13540.12, PFAM:PF14559.12
CACVWD010000027.1	12280	12636	-	BMNMOC_00695	13.8	5.2	PF04545.22|Sigma70_r4, PF08281.18|Sigma70_r4_2	PFAM:PF04545.22, PFAM:PF08281.18
CACVWD010000027.1	12863	13108	-	BMNMOC_00696	9.1	8.7	PF00403.32|HMA	PFAM:PF00403.32
CACVWD010000027.1	13105	13287	-	BMNMOC_00697	6.3	8.8		
CACVWD010000027.1	13344	15014	-	BMNMOC_00698	60.6	4.6	PF07670.19|Gate	PFAM:PF07670.19
CACVWD010000028.1	9684	10355	+	BMNMOC_00709	24.1	4.5	PF18050.6|Cyclophil_like2	PFAM:PF18050.6
CACVWD010000028.1	10352	10870	+	BMNMOC_00710	19.0	6.9	PF02525.22|Flavodoxin_2, PF03358.20|FMN_red	PFAM:PF02525.22, PFAM:PF03358.20
CACVWD010000029.1	487	1302	+	BMNMOC_00715	30.3	7.9	PF00165.29|HTH_AraC, PF02311.25|AraC_binding, PF07883.17|Cupin_2, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF02311.25, PFAM:PF07883.17, PFAM:PF12833.13
CACVWD010000029.1	2886	4889	-	BMNMOC_00717	75.1	5.4	PF01055.32|Glyco_hydro_31_2nd, PF13802.12|Gal_mutarotas_2, PF21365.3|Glyco_hydro_31_3rd	PFAM:PF01055.32, PFAM:PF13802.12, PFAM:PF21365.3
CACVWD010000029.1	8638	9756	+	BMNMOC_00720	41.9	4.7	PF00702.32|Hydrolase	PFAM:PF00702.32
CACVWD010000029.1	9773	10645	+	BMNMOC_00721	31.0	4.7	PF00561.26|Abhydrolase_1, PF12146.15|Hydrolase_4, PF12697.13|Abhydrolase_6	PFAM:PF00561.26, PFAM:PF12146.15, PFAM:PF12697.13
CACVWD010000029.1	11544	12587	-	BMNMOC_00723	38.3	5.8	PF12158.14|DUF3592	PFAM:PF12158.14
CACVWD010000029.1	13002	13616	-	BMNMOC_00725	23.0	5.1		
CACVWD010000029.1	13632	14066	-	BMNMOC_00726	15.8	9.3		
CACVWD010000030.1	1637	1828	-	BMNMOC_00728	7.0	10.7		
CACVWD010000030.1	2590	4488	+	BMNMOC_00730	69.1	6.4		
CACVWD010000030.1	4652	5443	+	BMNMOC_00731	30.1	4.7	PF01381.28|HTH_3, PF12844.13|HTH_19, PF13443.12|HTH_26, PF13560.12|HTH_31	PFAM:PF01381.28, PFAM:PF12844.13, PFAM:PF13443.12, PFAM:PF13560.12
CACVWD010000030.1	8267	9262	-	BMNMOC_00734	36.2	6.7		
CACVWD010000030.1	9222	10697	-	BMNMOC_00735	54.6	8.3	PF01170.24|UPF0020, PF05175.20|MTS, PF13646.12|HEAT_2, PF13649.12|Methyltransf_25, PF13847.12|Methyltransf_31	PFAM:PF01170.24, PFAM:PF05175.20, PFAM:PF13646.12, PFAM:PF13649.12, PFAM:PF13847.12
CACVWD010000030.1	11800	13548	-	BMNMOC_00737	65.0	4.6	PF00905.27|Transpeptidase, PF03717.20|PBP_dimer	PFAM:PF00905.27, PFAM:PF03717.20
CACVWD010000031.1	113	727	+	BMNMOC_00738	22.6	5.8	PF07687.19|M20_dimer	PFAM:PF07687.19
CACVWD010000031.1	740	1330	+	BMNMOC_00739	22.7	8.5	PF14317.12|YcxB	PFAM:PF14317.12
CACVWD010000031.1	1347	1934	+	BMNMOC_00740	22.3	9.8		
CACVWD010000031.1	3290	4294	-	BMNMOC_00743	35.6	6.8		
CACVWD010000031.1	4291	4494	-	BMNMOC_00744	7.5	4.1		
CACVWD010000031.1	4507	5937	-	BMNMOC_00745	52.4	5.5		
CACVWD010000031.1	5950	6504	-	BMNMOC_00746	20.8	6.4		
CACVWD010000031.1	6501	6755	-	BMNMOC_00747	8.9	7.9		
CACVWD010000031.1	8033	8449	-	BMNMOC_00749	15.6	5.7		
CACVWD010000031.1	11443	11823	-	BMNMOC_00752	13.9	8.8		
CACVWD010000031.1	12311	13546	+	BMNMOC_00753	44.6	4.8	PF05725.18|FNIP, PF13306.12|LRR_5, PF13855.12|LRR_8	PFAM:PF05725.18, PFAM:PF13306.12, PFAM:PF13855.12
CACVWD010000032.1	82	921	+	BMNMOC_00754	31.5	5.3	PF09992.14|NAGPA	PFAM:PF09992.14
CACVWD010000032.1	1018	1665	+	BMNMOC_00755	24.1	5.1		
CACVWD010000032.1	3930	5261	+	BMNMOC_00758	48.4	4.7	PF01523.21|PmbA_TldD_1st, PF19289.4|PmbA_TldD_3rd, PF19290.4|PmbA_TldD_2nd	PFAM:PF01523.21, PFAM:PF19289.4, PFAM:PF19290.4
CACVWD010000032.1	5307	5753	-	BMNMOC_00759	16.3	9.3	PF12682.12|Flavodoxin_4	PFAM:PF12682.12
CACVWD010000032.1	6334	8601	-	BMNMOC_00761	84.0	4.6	PF09992.14|NAGPA	PFAM:PF09992.14
CACVWD010000032.1	8760	10211	+	BMNMOC_00762	53.6	4.9		
CACVWD010000032.1	10268	11302	+	BMNMOC_00763	37.1	4.2		
CACVWD010000032.1	13199	13429	-	BMNMOC_00765	8.6	10.2		
CACVWD010000032.1	13426	14793	-	BMNMOC_00766	NA	9.4	PF02687.27|FtsX, PF12704.14|MacB_PCD	PFAM:PF02687.27, PFAM:PF12704.14
CACVWD010000032.1	14806	16719	-	BMNMOC_00767	69.7	4.9		
CACVWD010000032.1	17392	18732	-	BMNMOC_00769	49.6	4.4	PF13533.12|Biotin_lipoyl_2	PFAM:PF13533.12
CACVWD010000033.1	40	876	-	BMNMOC_00770	29.7	4.7		
CACVWD010000033.1	3351	4181	-	BMNMOC_00774	31.2	6.1		
CACVWD010000033.1	6802	8112	-	BMNMOC_00777	48.7	6.4	PF11734.13|TilS_C	PFAM:PF11734.13
CACVWD010000033.1	12264	12749	-	BMNMOC_00784	19.1	7.8	PF08769.17|Spo0A_C	PFAM:PF08769.17
CACVWD010000033.1	12739	13455	-	BMNMOC_00785	27.7	5.8	PF08769.17|Spo0A_C	PFAM:PF08769.17
CACVWD010000033.1	13549	14757	-	BMNMOC_00786	43.0	8.3	PF13180.12|PDZ_2, PF17820.7|PDZ_6	PFAM:PF13180.12, PFAM:PF17820.7
CACVWD010000033.1	14835	16508	-	BMNMOC_00787	62.2	5.1	PF02463.25|SMC_N, PF13476.12|AAA_23	PFAM:PF02463.25, PFAM:PF13476.12
CACVWD010000033.1	16994	17779	-	BMNMOC_00789	28.2	5.6	PF01513.26|NAD_kinase, PF20143.4|NAD_kinase_C	PFAM:PF01513.26, PFAM:PF20143.4
CACVWD010000033.1	18679	19368	-	BMNMOC_00791	25.4	5.5	PF02779.29|Transket_pyr, PF02780.25|Transketolase_C	PFAM:PF02779.29, PFAM:PF02780.25
CACVWD010000033.1	19365	20351	-	BMNMOC_00792	37.0	10.0	PF00676.26|E1_dh, PF02775.26|TPP_enzyme_C	PFAM:PF00676.26, PFAM:PF02775.26
CACVWD010000033.1	20353	21153	-	BMNMOC_00793	29.7	5.2	PF00348.22|polyprenyl_synt	PFAM:PF00348.22
CACVWD010000033.1	21153	21350	-	BMNMOC_00794	7.5	4.5		
CACVWD010000033.1	21347	21559	-	BMNMOC_00795	7.9	6.6		
CACVWD010000033.1	21597	22508	-	BMNMOC_00796	33.6	5.9	PF01336.31|tRNA_anti-codon, PF13742.12|tRNA_anti_2	PFAM:PF01336.31, PFAM:PF13742.12
CACVWD010000033.1	22505	23449	-	BMNMOC_00797	33.7	7.6		
CACVWD010000033.1	23450	23845	-	BMNMOC_00798	14.6	4.8	PF01029.23|NusB	PFAM:PF01029.23
CACVWD010000033.1	23842	24054	-	BMNMOC_00799	7.8	9.9		
CACVWD010000033.1	24071	24622	-	BMNMOC_00800	19.6	8.9		
CACVWD010000033.1	24693	25106	-	BMNMOC_00801	14.7	4.9		
CACVWD010000033.1	25199	25735	-	BMNMOC_00802	19.5	4.9		
CACVWD010000033.1	25758	26345	-	BMNMOC_00803	20.9	5.4		
CACVWD010000033.1	26356	26523	-	BMNMOC_00804	5.8	8.3		
CACVWD010000033.1	26520	27638	-	BMNMOC_00805	39.2	5.5		
CACVWD010000033.1	27635	28018	-	BMNMOC_00806	13.1	5.3		
CACVWD010000033.1	28234	28713	-	BMNMOC_00808	17.4	6.9		
CACVWD010000033.1	28710	29630	-	BMNMOC_00809	33.7	6.9		
CACVWD010000033.1	29726	31774	-	BMNMOC_00810	74.8	6.7		
CACVWD010000033.1	32788	33447	+	BMNMOC_00812	24.0	5.2		
CACVWD010000033.1	33452	33967	+	BMNMOC_00813	19.6	7.6	PF03266.21|NTPase_1	PFAM:PF03266.21
CACVWD010000034.1	14	706	+	BMNMOC_00815	26.2	4.8		
CACVWD010000034.1	719	1327	+	BMNMOC_00816	23.2	4.4		
CACVWD010000034.1	3828	6875	+	BMNMOC_00818	113.0	4.7	PF12799.13|LRR_4, PF13855.12|LRR_8	PFAM:PF12799.13, PFAM:PF13855.12
CACVWD010000034.1	6932	8299	-	BMNMOC_00819	49.1	9.5		
CACVWD010000034.1	9075	10499	+	BMNMOC_00821	53.4	5.4	PF00120.29|Gln-synt_C, PF03951.24|Gln-synt_N	PFAM:PF00120.29, PFAM:PF03951.24
CACVWD010000034.1	10539	11744	+	BMNMOC_00822	42.5	8.4	PF07670.19|Gate	PFAM:PF07670.19
CACVWD010000034.1	12693	13334	+	BMNMOC_00824	24.4	9.2	PF00756.26|Esterase	PFAM:PF00756.26
CACVWD010000034.1	13404	13772	+	BMNMOC_00825	13.1	7.9		
CACVWD010000035.1	36	1316	+	BMNMOC_00826	NA	5.8	PF13439.12|Glyco_transf_4, PF13579.12|Glyco_trans_4_4, PF13692.12|Glyco_trans_1_4	PFAM:PF13439.12, PFAM:PF13579.12, PFAM:PF13692.12
CACVWD010000035.1	7524	8213	-	BMNMOC_00832	24.4	9.3		
CACVWD010000035.1	12421	12996	-	BMNMOC_00836	22.5	11.8		
CACVWD010000036.1	64	468	-	BMNMOC_00837	15.2	5.9	PF00571.33|CBS	PFAM:PF00571.33
CACVWD010000036.1	651	1343	+	BMNMOC_00838	25.0	4.3		
CACVWD010000036.1	1388	1882	+	BMNMOC_00839	18.3	4.8	PF07875.18|Coat_F	PFAM:PF07875.18
CACVWD010000036.1	1954	3183	-	BMNMOC_00840	45.7	4.9		
