,MAG,query,target,identity,aln_len,evalue,bitscore,product,contig,start,end,taxonomy,Protein ID,Organism name,Locus,Gene,Function,PFAM ID,Reference,mid,distance,cluster,cluster_size
996,GCA_902755935.1,EJF39103.1,GCA_902755935.1_PCBAPL_00029,31.6,323,2e-47,169.0,Alcohol dehydrogenase,CACVOY010000001.1,24714,25865,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__RUG521;s__RUG521 sp900319675,EJF39103.1,Clostridium sp. MSTE9,sulfo-TK,sqwF,SA reductase,PF00465,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,25289.5,,686,4
997,GCA_902755935.1,EJF39099.1,GCA_902755935.1_PCBAPL_00032,49.8,263,8.050000000000001e-80,246.0,Transketolase,CACVOY010000001.1,27921,28775,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__RUG521;s__RUG521 sp900319675,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,28348.0,3058.5,686,4
998,GCA_902755935.1,EJF39090.1,GCA_902755935.1_PCBAPL_00033,48.0,298,5.39e-83,257.0,Transketolase family protein,CACVOY010000001.1,28775,29737,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__RUG521;s__RUG521 sp900319675,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,29256.0,908.0,686,4
999,GCA_902755935.1,PRO65853.1,GCA_902755935.1_PCBAPL_00038,37.2,285,1.28e-46,162.0,Ketose-bisphosphate aldolase,CACVOY010000001.1,32836,33720,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__RUG521;s__RUG521 sp900319675,PRO65853.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiA,SFP class II aldolase,PF01116,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,33278.0,4022.0,686,4
1004,GCA_902755935.1,EJF39090.1,GCA_902755935.1_PCBAPL_00553,45.1,297,1.74e-76,240.0,1-deoxy-D-xylulose-5-phosphate synthase,CACVOY010000021.1,3564,4499,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__RUG521;s__RUG521 sp900319675,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,4031.5,,691,2
1005,GCA_902755935.1,EJF39099.1,GCA_902755935.1_PCBAPL_00554,45.5,264,1.6300000000000002e-73,229.0,Transketolase N-terminal domain-containing protein,CACVOY010000021.1,4499,5311,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__RUG521;s__RUG521 sp900319675,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,4905.0,873.5,691,2
1013,GCA_902755935.1,PRO65851.1,GCA_902755935.1_PCBAPL_01131,35.5,442,1.97e-87,277.0,Sulfoquinovose isomerase,CACVOY010000074.1,1859,3202,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__RUG521;s__RUG521 sp900319675,PRO65851.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvD,SQ isomerase,PF02952,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,2530.5,,699,3
1014,GCA_902755935.1,PRO65849.1,GCA_902755935.1_PCBAPL_01132,41.7,180,3.9500000000000003e-44,152.0,DUF4867 domain-containing protein,CACVOY010000074.1,3221,3919,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__RUG521;s__RUG521 sp900319675,PRO65849.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvB,SQ mutarotase,PF16161,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,3570.0,1039.5,699,3
1015,GCA_902755935.1,AYG21322.1,GCA_902755935.1_PCBAPL_01133,30.2,285,5.76e-32,124.0,2-hydroxy-3-oxopropionate reductase,CACVOY010000074.1,3906,4769,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__RUG521;s__RUG521 sp900319675,AYG21322.1,Escherichia coli str. K-12 substr. MG1655,sulfo-EMP,yihU,SLA reductase,PF03446,https://www.nature.com/articles/nature12947 ,4337.5,767.5,699,3
918,GCA_902755835.1,EJF39099.1,GCA_902755835.1_MGABLH_01801,36.8,258,3.55e-42,155.0,Transketolase,CACVPC010000025.1,31832,33379,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900110085,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,32605.5,22384.5,719,2
919,GCA_902755835.1,EJF39089.1,GCA_902755835.1_MGABLH_01803,36.0,125,1.65e-14,70.5,Ribose-5-phosphate isomerase B,CACVPC010000025.1,33728,34168,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900110085,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,33948.0,1342.5,719,2
927,GCA_902755835.1,EJF39099.1,GCA_902755835.1_MGABLH_02458,40.5,247,1.5699999999999998e-52,176.0,Transketolase N-terminal domain-containing protein,CACVPC010000053.1,19999,20826,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900110085,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,20412.5,,727,4
928,GCA_902755835.1,EJF39090.1,GCA_902755835.1_MGABLH_02459,37.8,291,1.81e-46,163.0,hypothetical protein,CACVPC010000053.1,20819,21784,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900110085,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,21301.5,889.0,727,4
929,GCA_902755835.1,WP_017967310.1,GCA_902755835.1_MGABLH_02460,31.5,241,6.27e-21,92.4,hypothetical protein,CACVPC010000053.1,21781,22512,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900110085,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,22146.5,845.0,727,4
930,GCA_902755835.1,WP_017967310.1,GCA_902755835.1_MGABLH_02465,25.3,249,1.72e-11,66.6,hypothetical protein,CACVPC010000053.1,24282,25013,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900110085,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,24647.5,2501.0,727,4
937,GCA_902755855.1,PRO65853.1,GCA_902755855.1_FPIPHA_00050,37.2,290,7.54e-47,162.0,putative fructose-bisphosphate aldolase,CACVPG010000002.1,246,1109,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp900318295,PRO65853.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiA,SFP class II aldolase,PF01116,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,677.5,,732,2
938,GCA_902755855.1,AYG21324.1,GCA_902755855.1_FPIPHA_00051,37.9,409,1.1e-91,287.0,Uncharacterized sugar isomerase yihS,CACVPG010000002.1,1245,2564,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp900318295,AYG21324.1,Escherichia coli str. K-12 substr. MG1655,sulfo-EMP,yihS,SQ isomerase,PF07221,https://www.nature.com/articles/nature12947 ,1904.5,1227.0,732,2
947,GCA_902755855.1,EJF39090.1,GCA_902755855.1_FPIPHA_01333,48.8,295,4.9e-84,259.0,1-deoxy-D-xylulose-5-phosphate synthase,CACVPG010000079.1,1770,2702,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp900318295,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,2236.0,,741,3
948,GCA_902755855.1,EJF39099.1,GCA_902755855.1_FPIPHA_01334,44.4,268,1.59e-77,240.0,Transketolase 1,CACVPG010000079.1,2702,3529,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp900318295,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,3115.5,879.5,741,3
949,GCA_902755855.1,ADE70661.1,GCA_902755855.1_FPIPHA_01335,42.1,214,1.0499999999999999e-40,142.0,putative transaldolase,CACVPG010000079.1,3655,4314,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp900318295,ADE70661.1,Bacillus megaterium DSM 1804,sulfo-TAL,sqvA,SF transaldolase,PF00923,https://doi.org/10.1016/j.bbrc.2020.09.124,3984.5,869.0,741,3
1151,GCA_902756085.1,EJF39090.1,GCA_902756085.1_PFCPME_00056,38.0,297,2.62e-57,191.0,1-deoxy-D-xylulose-5-phosphate synthase,CACVPM010000001.1,54172,55101,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900315545,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,54636.5,,744,4
1152,GCA_902756085.1,EJF39099.1,GCA_902756085.1_PFCPME_00057,41.4,263,3.06e-54,180.0,hypothetical protein,CACVPM010000001.1,55136,55948,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900315545,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,55542.0,905.5,744,4
1153,GCA_902756085.1,WP_017967310.1,GCA_902756085.1_PFCPME_00058,28.9,246,2.56e-19,88.2,hypothetical protein,CACVPM010000001.1,55988,56731,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900315545,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,56359.5,817.5,744,4
1154,GCA_902756085.1,WP_017967310.1,GCA_902756085.1_PFCPME_00060,29.2,253,6.77e-11,65.1,3-oxoacyl-ACP reductase,CACVPM010000001.1,57808,58569,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900315545,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,58188.5,1829.0,744,4
1160,GCA_902756085.1,EJF39099.1,GCA_902756085.1_PFCPME_01538,32.8,253,1.55e-32,130.0,Transketolase-like pyrimidine-binding domain-containing protein,CACVPM010000027.1,4584,6599,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900315545,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,5591.5,,750,2
1161,GCA_902756085.1,EJF39089.1,GCA_902756085.1_PFCPME_01539,38.5,122,2.32e-14,70.1,Ribose-5-phosphate isomerase B,CACVPM010000027.1,6618,7058,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900315545,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,6838.0,1246.5,750,2
1034,GCA_902756005.1,ADE70661.1,GCA_902756005.1_CDGLDH_00368,27.6,203,7.61e-12,67.0,Transaldolase,CACVPO010000002.1,156916,157638,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Aristaeella;s__Aristaeella sp900316415,ADE70661.1,Bacillus megaterium DSM 1804,sulfo-TAL,sqvA,SF transaldolase,PF00923,https://doi.org/10.1016/j.bbrc.2020.09.124,157277.0,122961.0,761,2
1035,GCA_902756005.1,WP_017967310.1,GCA_902756005.1_CDGLDH_00370,26.9,245,2.78e-09,60.8,hypothetical protein,CACVPO010000002.1,158238,159116,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Aristaeella;s__Aristaeella sp900316415,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,158677.0,1400.0,761,2
1039,GCA_902756005.1,MCD5344479.1,GCA_902756005.1_CDGLDH_00794,21.4,210,9.7e-07,55.1,Glucose--fructose oxidoreductase,CACVPO010000006.1,30621,31793,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Aristaeella;s__Aristaeella sp900316415,MCD5344479.1,Arthrobacter sp. AK04,sulfo-EMP,sqgA,SQase,PF01408,https://pmc.ncbi.nlm.nih.gov/articles/PMC10755693/ ,31207.0,,765,2
1040,GCA_902756005.1,MCD5344479.1,GCA_902756005.1_CDGLDH_00796,25.4,189,7.57e-07,55.1,hypothetical protein,CACVPO010000006.1,32903,33859,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Aristaeella;s__Aristaeella sp900316415,MCD5344479.1,Arthrobacter sp. AK04,sulfo-EMP,sqgA,SQase,PF01408,https://pmc.ncbi.nlm.nih.gov/articles/PMC10755693/ ,33381.0,2174.0,765,2
1041,GCA_902756005.1,WP_017967310.1,GCA_902756005.1_CDGLDH_00882,30.1,239,6.51e-19,87.0,3-oxoacyl-[acyl-carrier protein] reductase,CACVPO010000007.1,12721,13455,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Aristaeella;s__Aristaeella sp900316415,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,13088.0,,766,2
1042,GCA_902756005.1,PRO65852.1,GCA_902756005.1_CDGLDH_00886,31.4,369,9.290000000000001e-43,157.0,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase,CACVPO010000007.1,15753,16973,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Aristaeella;s__Aristaeella sp900316415,PRO65852.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiK,SF kinase,PF00365,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,16363.0,3275.0,766,2
1046,GCA_902756005.1,EJF39099.1,GCA_902756005.1_CDGLDH_01153,42.7,260,4.33e-68,216.0,Transketolase,CACVPO010000012.1,8932,9810,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Aristaeella;s__Aristaeella sp900316415,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,9371.0,,770,2
1047,GCA_902756005.1,EJF39090.1,GCA_902756005.1_CDGLDH_01154,35.8,310,1.16e-47,166.0,Transketolase-like pyrimidine-binding domain-containing protein,CACVPO010000012.1,9807,10730,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Aristaeella;s__Aristaeella sp900316415,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,10268.5,897.5,770,2
1056,GCA_902756005.1,PRO65851.1,GCA_902756005.1_CDGLDH_01755,24.0,358,3.2e-18,91.3,L-fucose isomerase C-terminal domain-containing protein,CACVPO010000025.1,1343,2767,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Aristaeella;s__Aristaeella sp900316415,PRO65851.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvD,SQ isomerase,PF02952,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,2055.0,,779,3
1057,GCA_902756005.1,EJF39099.1,GCA_902756005.1_CDGLDH_01756,44.3,244,5.98e-62,200.0,Transketolase,CACVPO010000025.1,2803,3639,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Aristaeella;s__Aristaeella sp900316415,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,3221.0,1166.0,779,3
1058,GCA_902756005.1,EJF39090.1,GCA_902756005.1_CDGLDH_01757,34.6,301,2.32e-44,157.0,Transketolase,CACVPO010000025.1,3632,4567,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Aristaeella;s__Aristaeella sp900316415,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,4099.5,878.5,779,3
1060,GCA_902756005.1,EJF39099.1,GCA_902756005.1_CDGLDH_01859,44.5,265,1.78e-67,214.0,Transketolase,CACVPO010000028.1,20654,21466,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Aristaeella;s__Aristaeella sp900316415,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,21060.0,,781,2
1061,GCA_902756005.1,EJF39090.1,GCA_902756005.1_CDGLDH_01860,37.0,300,1.0299999999999999e-55,187.0,Putative transketolase C-terminal section,CACVPO010000028.1,21470,22387,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Aristaeella;s__Aristaeella sp900316415,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,21928.5,868.5,781,2
1133,GCA_902756065.1,PRO65854.1,GCA_902756065.1_FGPOJB_00574,26.7,341,2.0000000000000002e-28,121.0,Aldehyde dehydrogenase,CACVPR010000006.1,27864,29261,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900316245,PRO65854.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,slaB,SLA dehydrogenase,PF02826,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,28562.5,,791,2
1134,GCA_902756065.1,WP_017967310.1,GCA_902756065.1_FGPOJB_00575,30.0,190,2e-08,58.2,Short-chain dehydrogenase,CACVPR010000006.1,29272,30078,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900316245,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,29675.0,1112.5,791,2
1135,GCA_902756065.1,EJF39090.1,GCA_902756065.1_FGPOJB_00591,44.6,298,7.569999999999999e-74,234.0,Transketolase%2C C-terminal subunit,CACVPR010000006.1,43315,44268,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900316245,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,43791.5,14116.5,792,2
1136,GCA_902756065.1,EJF39099.1,GCA_902756065.1_FGPOJB_00592,43.9,262,5.54e-61,198.0,Transketolase 2,CACVPR010000006.1,44270,45121,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900316245,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,44695.5,904.0,792,2
1141,GCA_902756065.1,EJF39103.1,GCA_902756065.1_FGPOJB_01256,25.9,297,1.21e-18,90.9,Alcohol dehydrogenase iron-type/glycerol dehydrogenase GldA domain-containing protein,CACVPR010000013.1,17937,19100,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900316245,EJF39103.1,Clostridium sp. MSTE9,sulfo-TK,sqwF,SA reductase,PF00465,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,18518.5,,797,2
1142,GCA_902756065.1,AAK90112.1,GCA_902756065.1_FGPOJB_01258,23.8,277,3.74e-05,49.3,L-glyceraldehyde 3-phosphate reductase,CACVPR010000013.1,20420,21439,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900316245,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,20929.5,2411.0,797,2
1098,GCA_902756045.1,PRO65853.1,GCA_902756045.1_AKDBDD_00060,40.0,295,8.34e-53,177.0,putative fructose-bisphosphate aldolase,CACVPS010000002.1,7676,8542,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__UBA9732;s__UBA9732 sp900321635,PRO65853.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiA,SFP class II aldolase,PF01116,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,8109.0,,802,4
1099,GCA_902756045.1,EJF39099.1,GCA_902756045.1_AKDBDD_00061,44.9,247,4.56e-63,203.0,Transketolase N-terminal domain-containing protein,CACVPS010000002.1,8539,9360,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__UBA9732;s__UBA9732 sp900321635,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,8949.5,840.5,802,4
1100,GCA_902756045.1,EJF39090.1,GCA_902756045.1_AKDBDD_00062,41.6,298,6.6799999999999985e-68,218.0,1-deoxy-D-xylulose-5-phosphate synthase,CACVPS010000002.1,9350,10288,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__UBA9732;s__UBA9732 sp900321635,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,9819.0,869.5,802,4
1101,GCA_902756045.1,AYG21321.1,GCA_902756045.1_AKDBDD_00063,35.2,281,8.42e-32,123.0,Putative sugar kinase YdjH,CACVPS010000002.1,10346,11215,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__UBA9732;s__UBA9732 sp900321635,AYG21321.1,Escherichia coli str. K-12 substr. MG1655,sulfo-EMP,yihV,SF kinase,PF00294,https://www.nature.com/articles/nature12947 ,10780.5,961.5,802,4
1105,GCA_902756045.1,PRO65851.1,GCA_902756045.1_AKDBDD_00248,21.8,348,0.000245,48.1,hypothetical protein,CACVPS010000005.1,41460,42938,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__UBA9732;s__UBA9732 sp900321635,PRO65851.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvD,SQ isomerase,PF02952,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,42199.0,18271.5,806,2
1106,GCA_902756045.1,PRO65849.1,GCA_902756045.1_AKDBDD_00249,36.7,210,3.09e-34,125.0,DUF4867 domain-containing protein,CACVPS010000005.1,42943,43572,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__UBA9732;s__UBA9732 sp900321635,PRO65849.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvB,SQ mutarotase,PF16161,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,43257.5,1058.5,806,2
1111,GCA_902756045.1,EJF39090.1,GCA_902756045.1_AKDBDD_00542,39.9,306,1e-64,210.0,1-deoxy-D-xylulose-5-phosphate synthase,CACVPS010000013.1,6895,7839,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__UBA9732;s__UBA9732 sp900321635,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,7367.0,,811,2
1112,GCA_902756045.1,EJF39099.1,GCA_902756045.1_AKDBDD_00543,54.1,259,3.05e-93,280.0,Transketolase,CACVPS010000013.1,7836,8669,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__UBA9732;s__UBA9732 sp900321635,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,8252.5,885.5,811,2
