cluster,target,contig,SQ_gene_content_set,SQ_pathway,SQ_score,taxonomy,bitscore_list,evalue_list
6358,"GCA_902765755.1_GPJEBB_00273,GCA_902765755.1_GPJEBB_00274,GCA_902765755.1_GPJEBB_00275,GCA_902765755.1_GPJEBB_00276",CACXAY010000002.1,"sqvA,sqvD,sqwG,sqwH",sulfo-TAL,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp002350525,"[160.0, 262.0, 230.0, 63.5]","[8.569999999999999e-48, 3.3100000000000004e-86, 2.5200000000000003e-72, 3.23e-09]"
6431,"GCA_902765825.1_NPDOHO_00168,GCA_902765825.1_NPDOHO_00170,GCA_902765825.1_NPDOHO_00171,GCA_902765825.1_NPDOHO_00172,GCA_902765825.1_NPDOHO_00173,GCA_902765825.1_NPDOHO_00174",CACXBE010000003.1,"sqvD,sqwF,sqwG,sqwH,sqwI,yihQ",sulfo-TK,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902775985,"[691.0, 271.0, 284.0, 285.0, 161.0, 206.0]","[9.72e-243, 4.68e-85, 8.41e-95, 6.74e-94, 6.66e-50, 8.78e-62]"
6439,"GCA_902765825.1_NPDOHO_01011,GCA_902765825.1_NPDOHO_01013",CACXBE010000020.1,"sqiK,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902775985,"[72.8, 55.1]","[1.14e-12, 4.53e-07]"
6487,"GCA_902765885.1_JALEPH_00933,GCA_902765885.1_JALEPH_00934,GCA_902765885.1_JALEPH_00935,GCA_902765885.1_JALEPH_00936",CACXBN010000165.1,"sqvA,sqvB,yihQ,yihU",sulfo-TAL,max,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1696;s__UMGS1696 sp902765885,"[170.0, 117.0, 261.0, 637.0]","[2.43e-51, 1.7800000000000001e-29, 1.85e-87, 8.96e-222]"
6499,"GCA_902765975.1_FDLBOC_00664,GCA_902765975.1_FDLBOC_00666",CACXBO010000111.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RUG626;s__RUG626 sp902765975,"[189.0, 157.0]","[1.1899999999999999e-54, 1.29e-44]"
6546,"GCA_902765915.1_IEBHCD_00928,GCA_902765915.1_IEBHCD_00929",CACXBS010000139.1,"sqiA,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RGIG4076;s__RGIG4076 sp905198155,"[110.0, 149.0]","[9.41e-27, 4.53e-42]"
6610,"GCA_902766075.1_MAOFAO_02039,GCA_902766075.1_MAOFAO_02040",CACXBX010000077.1,"sqvA,yihV",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus ammoniilyticus,"[162.0, 62.0]","[2.14e-48, 1.91e-09]"
6764,"GCA_902765995.1_MJJINM_01844,GCA_902765995.1_MJJINM_01845",CACXCE010000345.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp017432615,"[159.0, 181.0]","[2.85e-45, 1.47e-51]"
6768,"GCA_902766055.1_FBEIDI_00419,GCA_902766055.1_FBEIDI_00420",CACXCF010000065.1,"sqvA,sqvD",sulfo-TAL,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp000703065,"[157.0, 52.8]","[1.37e-46, 8.55e-06]"
6827,"GCA_902766175.1_GNGMAL_00528,GCA_902766175.1_GNGMAL_00529",CACXCJ010000037.1,"sqiA,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Moryella;s__Moryella sp902766175,"[155.0, 79.3]","[3.06e-44, 2.43e-15]"
6920,"GCA_902766245.1_OAECIJ_01898,GCA_902766245.1_OAECIJ_01899,GCA_902766245.1_OAECIJ_01900",CACXCU010000074.1,"sqvA,sqwG,sqwH",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505,"[150.0, 248.0, 251.0]","[1.01e-43, 8.23e-81, 7.92e-81]"
7021,"GCA_902766315.1_KHPLLH_01284,GCA_902766315.1_KHPLLH_01287",CACXDD010000051.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_R;s__Clostridium_R vitabionis,"[172.0, 56.6]","[6.54e-51, 2.46e-07]"
7166,"GCA_902766455.1_LOFKDH_00577,GCA_902766455.1_LOFKDH_00578",CACXDN010000066.1,"sqiA,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1279;s__UMGS1279 sp900550315,"[152.0, 110.0]","[2.87e-43, 6.760000000000001e-27]"
7175,"GCA_902766465.1_DKDOLE_00075,GCA_902766465.1_DKDOLE_00076",CACXDO010000005.1,"sqvA,sqvD",sulfo-TAL,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp016287385,"[97.1, 108.0]","[3.72e-20, 1.08e-27]"
7182,"GCA_902766465.1_DKDOLE_00885,GCA_902766465.1_DKDOLE_00886",CACXDO010000089.1,"sqiA,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp016287385,"[172.0, 122.0]","[5.7e-51, 3.04e-31]"
7228,"GCA_902766415.1_NHIGBB_00796,GCA_902766415.1_NHIGBB_00797",CACXDR010000145.1,"sqiA,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Moryella;s__,"[70.5, 160.0]","[2.81e-12, 3.2999999999999997e-46]"
7308,"GCA_902766525.1_KOCAII_01175,GCA_902766525.1_KOCAII_01176",CACXDX010000155.1,"sqiA,sqvA",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Dehalobacteriia;o__UBA7702;f__UBA7702;g__UBA7702;s__UBA7702 sp902766525,"[187.0, 143.0]","[2.8900000000000007e-56, 4.82e-41]"
7381,"GCA_902766515.1_BNEHKL_00683,GCA_902766515.1_BNEHKL_00684,GCA_902766515.1_BNEHKL_00685,GCA_902766515.1_BNEHKL_00686",CACXEB010000130.1,"sqiA,squF,sqvD,yihV",sulfo-EMP,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA4246;s__,"[103.0, 160.0, 95.9, 77.4]","[5.37e-24, 2.2699999999999997e-46, 8.79e-20, 1.25e-14]"
7440,"GCA_902766575.1_CLAJEL_01511,GCA_902766575.1_CLAJEL_01513,GCA_902766575.1_CLAJEL_01514",CACXED010000223.1,"sqiA,sqvB,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__Flemingiibacterium;s__Flemingiibacterium sp902766575,"[148.0, 114.0, 156.0]","[6.47e-43, 3.71e-28, 1.01e-44]"
7471,"GCA_902766485.1_INEJPM_00263,GCA_902766485.1_INEJPM_00267,GCA_902766485.1_INEJPM_00268",CACXEE010000057.1,squD,sulfo-ASMO,min,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Saccharopolyspora;s__Saccharopolyspora rectivirgula,"[54.3, 131.0, 176.0]","[2.05e-06, 3.12e-33, 3.32e-50]"
7540,"GCA_902766665.1_PMLFIB_01293,GCA_902766665.1_PMLFIB_01294,GCA_902766665.1_PMLFIB_01295,GCA_902766665.1_PMLFIB_01296",CACXEF010000040.1,"sqvA,sqvD,yihQ,yihU",sulfo-TAL,max,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Bianqueaceae;g__RUG159;s__RUG159 sp900316145,"[262.0, 100.0, 274.0, 592.0]","[1.26e-87, 4.86e-23, 3.1700000000000006e-86, 1.55e-204]"
7574,"GCA_902766645.1_GPKINF_00394,GCA_902766645.1_GPKINF_00395,GCA_902766645.1_GPKINF_00396",CACXEI010000036.1,"sqvA,sqwG,sqwH",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnobacterium;s__Lachnobacterium bovis,"[249.0, 231.0, 154.0]","[9.28e-80, 5.38e-74, 2.19e-45]"
7608,"GCA_902766655.1_AACABB_01547,GCA_902766655.1_AACABB_01548,GCA_902766655.1_AACABB_01549,GCA_902766655.1_AACABB_01550",CACXEL010000292.1,"sqvA,sqvD,yihQ,yihU",sulfo-TAL,max,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Chordicoccus;s__Chordicoccus sp902766655,"[283.0, 113.0, 263.0, 547.0]","[8.259999999999999e-90, 4.77e-28, 4.42e-88, 1.56e-186]"
7666,"GCA_902766675.1_CMDJAG_00761,GCA_902766675.1_CMDJAG_00762",CACXEN010000135.1,"squF,sqvA",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia sp902766675,"[68.6, 58.5]","[8.58e-12, 7.26e-09]"
7669,"GCA_902766675.1_CMDJAG_01156,GCA_902766675.1_CMDJAG_01157",CACXEN010000193.1,"sqiA,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia sp902766675,"[159.0, 95.5]","[1.2e-45, 3.17e-21]"
7743,"GCA_902766745.1_NMLPPN_00345,GCA_902766745.1_NMLPPN_00348,GCA_902766745.1_NMLPPN_00349,GCA_902766745.1_NMLPPN_00351",CACXES010000025.1,"sqiA,sqvB,sqvD,yihV",sulfo-EMP,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__UMGS1820;s__UMGS1820 sp902766745,"[80.1, 162.0, 119.0, 160.0]","[1.39e-14, 5.32e-47, 8.83e-30, 1.35e-47]"
7814,"GCA_902766715.1_LOCDKD_01451,GCA_902766715.1_LOCDKD_01452,GCA_902766715.1_LOCDKD_01453,GCA_902766715.1_LOCDKD_01454",CACXEW010000276.1,"sqwF,sqwG,sqwH,sqwI",sulfo-TK,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA3792;s__UBA3792 sp002369195,"[215.0, 159.0, 285.0, 288.0]","[2.3e-65, 2.62e-49, 4.63e-94, 2.58e-96]"
7843,"GCA_902766775.1_HLIFFB_01745,GCA_902766775.1_HLIFFB_01746,GCA_902766775.1_HLIFFB_01747",CACXEX010000227.1,"sqiA,squF,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides sp902766775,"[57.8, 55.5, 160.0]","[5.76e-08, 3.4e-07, 2.3399999999999998e-46]"
8107,"GCA_902766895.1_PENHKH_01582,GCA_902766895.1_PENHKH_01583",CACXFQ010000155.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Bianqueaceae;g__RUG760;s__RUG760 sp900322165,"[171.0, 117.0]","[4.88e-48, 5.26e-29]"
8110,"GCA_902766895.1_PENHKH_01727,GCA_902766895.1_PENHKH_01728,GCA_902766895.1_PENHKH_01729,GCA_902766895.1_PENHKH_01730",CACXFQ010000169.1,"sqvA,sqvD,yihQ,yihU",sulfo-TAL,max,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Bianqueaceae;g__RUG760;s__RUG760 sp900322165,"[275.0, 108.0, 276.0, 530.0]","[1.62e-92, 3.39e-26, 4.28e-87, 1.24e-179]"
8155,"GCA_902766885.1_OJJDDP_01500,GCA_902766885.1_OJJDDP_01501,GCA_902766885.1_OJJDDP_01502",CACXFS010000066.1,"sqiA,squF,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides sp902766885,"[160.0, 53.1, 55.8]","[4.64e-46, 1.9e-06, 2.5e-07]"
8307,"GCA_902767105.1_LFHFOP_01139,GCA_902767105.1_LFHFOP_01140",CACXGF010000070.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__V9D3004;s__V9D3004 sp002349525,"[150.0, 163.0]","[3.7e-40, 6.499999999999999e-47]"
8423,"GCA_902767195.1_IFNOAD_01737,GCA_902767195.1_IFNOAD_01738,GCA_902767195.1_IFNOAD_01739,GCA_902767195.1_IFNOAD_01740",CACXGS010000328.1,"sqvA,sqwG,sqwH,sqwI",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__,"[85.1, 145.0, 231.0, 249.0]","[1.94e-20, 8.59e-42, 5.08e-74, 6e-80]"
8433,"GCA_902767265.1_HMPJDE_00163,GCA_902767265.1_HMPJDE_00164,GCA_902767265.1_HMPJDE_00165",CACXGT010000022.1,"sqiA,sqvD,yihV",sulfo-EMP,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__QAMX01;g__RUG11797;s__RUG11797 sp017441705,"[107.0, 108.0, 157.0]","[1.96e-25, 3.66e-24, 5.819999999999999e-45]"
8583,"GCA_902767335.1_FKGKKO_00546,GCA_902767335.1_FKGKKO_00547,GCA_902767335.1_FKGKKO_00548",CACXHD010000053.1,"sqiA,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Porcincola;s__Porcincola sp902767335,"[193.0, 55.5, 213.0]","[5.38e-59, 3.2e-07, 7.499999999999999e-67]"
8589,"GCA_902767335.1_FKGKKO_01170,GCA_902767335.1_FKGKKO_01171",CACXHD010000111.1,"sqiA,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Porcincola;s__Porcincola sp902767335,"[64.3, 168.0]","[3.49e-10, 3.34e-49]"
8904,"GCA_902767995.1_GJMPMM_00597,GCA_902767995.1_GJMPMM_00598,GCA_902767995.1_GJMPMM_00599",CACXJR010000011.1,"sqiA,squF,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides bovis,"[58.5, 52.0, 162.0]","[3.2e-08, 4.56e-06, 4.1999999999999996e-47]"
9156,"GCA_902768755.1_KDAKPI_00050,GCA_902768755.1_KDAKPI_00051",CACXMF010000001.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900319465,"[182.0, 164.0]","[7.099999999999999e-52, 3.28e-47]"
10291,"GCA_902771755.1_KAGJDG_00461,GCA_902771755.1_KAGJDG_00462,GCA_902771755.1_KAGJDG_00463",CACXYD010000019.1,"sqiA,squF,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides sp902771755,"[162.0, 55.5, 60.1]","[4.1999999999999996e-47, 3.4e-07, 9.82e-09]"
10759,"GCA_902772715.1_IMHOIC_01893,GCA_902772715.1_IMHOIC_01894",CACYBT010000402.1,"sqvA,sqwG",sulfo-TAL,min,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp902772715,"[136.0, 140.0]","[7.27e-35, 7.429999999999999e-40]"
10942,"GCA_902772845.1_KGIKFP_00796,GCA_902772845.1_KGIKFP_00798",CACYCI010000057.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1206;s__UBA1206 sp902772845,"[169.0, 144.0]","[3.56e-47, 1.13e-39]"
11053,"GCA_902772935.1_KPIFIG_00058,GCA_902772935.1_KPIFIG_00060",CACYCR010000007.1,"sqiA,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857;s__UBA6857 sp902772935,"[166.0, 55.1]","[2.85e-48, 4.66e-07]"
11088,"GCA_902773005.1_PELFAC_01828,GCA_902773005.1_PELFAC_01829,GCA_902773005.1_PELFAC_01830",CACYCS010000173.1,"sqiA,sqvD,yihV",sulfo-EMP,min_up,d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__Alloenteromonas;s__Alloenteromonas sp902773005,"[163.0, 126.0, 61.6]","[2.6800000000000004e-47, 9.74e-33, 1.22e-08]"
11386,"GCA_902773175.1_KHMCMM_00525,GCA_902773175.1_KHMCMM_00531",CACYDR010000035.1,"sqvA,yihU",sulfo-TAL,min_down,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum sp002494165,"[106.0, 107.0]","[1.84e-25, 5.9000000000000005e-27]"
11396,"GCA_902773175.1_KHMCMM_01333,GCA_902773175.1_KHMCMM_01335,GCA_902773175.1_KHMCMM_01336,GCA_902773175.1_KHMCMM_01337,GCA_902773175.1_KHMCMM_01338",CACYDR010000103.1,"sqvA,sqwG,sqwH,sqwI",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum sp002494165,"[74.3, 248.0, 246.0, 149.0, 90.9]","[5.44e-16, 1.75e-79, 4.72e-80, 2.71e-43, 1.95e-22]"
11443,"GCA_902773275.1_EHOMHI_00738,GCA_902773275.1_EHOMHI_00739,GCA_902773275.1_EHOMHI_00740,GCA_902773275.1_EHOMHI_00741",CACYDU010000051.1,"sqvA,sqvD,yihQ,yihU",sulfo-TAL,max,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Bianqueaceae;g__RUG159;s__RUG159 sp902796435,"[590.0, 269.0, 95.5, 260.0]","[9.95e-204, 1.9099999999999999e-84, 2.14e-21, 5.15e-87]"
11634,"GCA_902773355.1_CEHNMO_00136,GCA_902773355.1_CEHNMO_00137,GCA_902773355.1_CEHNMO_00138,GCA_902773355.1_CEHNMO_00139,GCA_902773355.1_CEHNMO_00140,GCA_902773355.1_CEHNMO_00141",CACYEI010000018.1,"sqvB,sqvD,sqwF,sqwG,sqwH,sqwI",sulfo-TK,min_up,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__CACYEI01;s__CACYEI01 sp902773355,"[232.0, 273.0, 240.0, 126.0, 147.0, 106.0]","[5.84e-70, 2.18e-90, 1.7e-76, 2.81e-36, 5.28e-39, 2.07e-26]"
11710,"GCA_902773435.1_PGCEGP_00362,GCA_902773435.1_PGCEGP_00364",CACYEN010000021.1,"sqvA,yihV",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Chordicoccus;s__Chordicoccus sp902773435,"[52.8, 157.0]","[2.48e-06, 1.94e-46]"
11715,"GCA_902773435.1_PGCEGP_00825,GCA_902773435.1_PGCEGP_00829",CACYEN010000052.1,"sqvA,yihV",sulfo-TAL,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Chordicoccus;s__Chordicoccus sp902773435,"[75.5, 80.5]","[4.56e-14, 6.69e-17]"
11867,"GCA_902773585.1_MIGJFK_00242,GCA_902773585.1_MIGJFK_00243",CACYFA010000002.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900317375,"[174.0, 181.0]","[4.26e-49, 9.749999999999999e-54]"
11885,"GCA_902773585.1_MIGJFK_01496,GCA_902773585.1_MIGJFK_01497,GCA_902773585.1_MIGJFK_01498,GCA_902773585.1_MIGJFK_01499,GCA_902773585.1_MIGJFK_01500",CACYFA010000016.1,"sqvD,sqwF,sqwG,sqwH,sqwI",sulfo-TK,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900317375,"[279.0, 291.0, 294.0, 160.0, 211.0]","[3.25e-88, 1.5800000000000002e-97, 1.53e-97, 1.85e-49, 7.080000000000001e-64]"
12030,"GCA_902773895.1_MBAEOF_00802,GCA_902773895.1_MBAEOF_00806,GCA_902773895.1_MBAEOF_00807,GCA_902773895.1_MBAEOF_00808",CACYGB010000018.1,"sqiA,sqwG,sqwH,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG563;s__RUG563 sp902773895,"[161.0, 144.0, 181.0, 145.0]","[2.11e-46, 2.19e-39, 1.9899999999999997e-54, 7.499999999999999e-40]"
12104,"GCA_902773995.1_KPIEPL_01350,GCA_902773995.1_KPIEPL_01351,GCA_902773995.1_KPIEPL_01352",CACYGL010000032.1,"sqvA,sqwG,sqwH",sulfo-TAL,min,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Tractidigestivibacter;s__Tractidigestivibacter sp902773995,"[211.0, 195.0, 138.0]","[4.22e-65, 9.94e-60, 5.79e-39]"
12108,"GCA_902773995.1_KPIEPL_01437,GCA_902773995.1_KPIEPL_01438",CACYGL010000036.1,"sqiA,yihV",sulfo-EMP,min,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Tractidigestivibacter;s__Tractidigestivibacter sp902773995,"[100.0, 181.0]","[6.649999999999999e-23, 2.3799999999999997e-54]"
12257,"GCA_902774035.1_EDAFGO_01172,GCA_902774035.1_EDAFGO_01174",CACYHA010000015.1,"sqiA,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857;s__UBA6857 sp902774035,"[56.2, 165.0]","[1.94e-07, 5.819999999999998e-48]"
12272,"GCA_902774015.1_JLDIED_00223,GCA_902774015.1_JLDIED_00224",CACYHB010000001.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902774015,"[163.0, 182.0]","[9.15e-47, 3.62e-52]"
12274,"GCA_902774015.1_JLDIED_00574,GCA_902774015.1_JLDIED_00575,GCA_902774015.1_JLDIED_00576,GCA_902774015.1_JLDIED_00577,GCA_902774015.1_JLDIED_00578",CACYHB010000003.1,"sqvD,sqwF,sqwG,sqwH,sqwI",sulfo-TK,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp902774015,"[264.0, 290.0, 294.0, 166.0, 214.0]","[2.32e-82, 4.49e-97, 1.53e-97, 4.85e-52, 9.31e-65]"
12320,"GCA_902774125.1_DNLJMG_01229,GCA_902774125.1_DNLJMG_01230",CACYHD010000038.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp902774125,"[149.0, 161.0]","[1.24e-39, 1.5e-46]"
12405,"GCA_902774165.1_FBKNLO_01996,GCA_902774165.1_FBKNLO_01997,GCA_902774165.1_FBKNLO_01998",CACYHJ010000216.1,"sqvA,sqvD,yihU",sulfo-TAL,max,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RGIG2774;s__RGIG2774 sp902774165,"[265.0, 121.0, 112.0]","[5.459999999999999e-89, 5.86e-31, 1.17e-25]"
12570,"GCA_902774215.1_EBCNMK_00714,GCA_902774215.1_EBCNMK_00715,GCA_902774215.1_EBCNMK_00716",CACYHU010000014.1,"sqiA,sqiK,sqvD",sulfo-EMP,min_up,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Flexilinea;s__Flexilinea sp902774215,"[165.0, 159.0, 136.0]","[9.86e-46, 2.26e-42, 8.04e-37]"
12571,"GCA_902774215.1_EBCNMK_00722,GCA_902774215.1_EBCNMK_00726",CACYHU010000014.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Flexilinea;s__Flexilinea sp902774215,"[166.0, 99.4]","[2.69e-46, 2.86e-22]"
12573,"GCA_902774215.1_EBCNMK_01244,GCA_902774215.1_EBCNMK_01245",CACYHU010000027.1,"sqiA,sqiK",sulfo-EMP,min,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Flexilinea;s__Flexilinea sp902774215,"[141.0, 83.2]","[1.48e-38, 5.46e-16]"
12575,"GCA_902774215.1_EBCNMK_01495,GCA_902774215.1_EBCNMK_01497",CACYHU010000033.1,"sqvA,sqwI",sulfo-TAL,min,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Flexilinea;s__Flexilinea sp902774215,"[85.1, 105.0]","[4.28e-20, 7.040000000000001e-26]"
12932,"GCA_902774915.1_EHENFI_00820,GCA_902774915.1_EHENFI_00821,GCA_902774915.1_EHENFI_00822,GCA_902774915.1_EHENFI_00824",CACYKH010000005.1,"sqvA,sqvD,sqwG,sqwH",sulfo-TAL,min_up,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp902777655,"[157.0, 248.0, 246.0, 60.1]","[1.3299999999999999e-46, 1.03e-80, 6.810000000000001e-79, 2.63e-08]"
13045,"GCA_902775155.1_AHFFLC_01176,GCA_902775155.1_AHFFLC_01177,GCA_902775155.1_AHFFLC_01179",CACYLA010000027.1,"sqiA,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__,"[150.0, 202.0, 51.6]","[6.68e-42, 2.75e-62, 6e-06]"
13049,"GCA_902775155.1_AHFFLC_01523,GCA_902775155.1_AHFFLC_01524",CACYLA010000038.1,"sqiA,yihV",sulfo-EMP,min,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__,"[174.0, 76.3]","[1.97e-51, 2.7e-14]"
